Navn,Parti,Afspilninger,Fans,Engagement,Reaktioner per afspilning,Delinger,Profile Likes,Likes,Kommentarer,Antal opslag,Profile Videos count (overall),Følgerudvikling,Totalt antal interaktioner,Video length in s (average),Profile-ID,Link,Interaktioner per afspilning,Storkreds,Køn,Uge
Ellen Emilie Mindegaard-Müllertz,Moderaterne,1841883,6464,7.033463676,0.0233113164,88,73800,65945,89,5,32,5143,66122,21.6,7002104883441517574,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7002104883441517574&n=TIKTOK&tl0=profiles,0.03589913149,Københavns Storkreds,,20221019
Jakob Ellemann-Jensen,Venstre ,1729800,12600,2.79214946,0.03116075558,4343,76300,103037,1851,8,8,,109231,44.5,7148380785120592901,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7148380785120592901&n=TIKTOK&tl0=profiles,0.06314660654,,,20221019
Mai Villadsen,Enhedslisten,754800,11500,0.7320198579,0.05755648366,874,222000,53400,1680,8,47,1300,55954,28.625,7135450646009938949,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7135450646009938949&n=TIKTOK&tl0=profiles,0.0741308956,,,20221019
Sadek Al-Amood,SF,354087,755,4.196176054,0.03463273819,205,20700,20260,779,7,40,323,21244,24.71428571,6822600491164353542,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6822600491164353542&n=TIKTOK&tl0=profiles,0.05999655452,,,20221019
Søren Pape,Konservative,334400,2987,0.5934939422,0.009977053022,86,14500,12110,109,4,12,,12305,19.5,7152897731283239941,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7152897731283239941&n=TIKTOK&tl0=profiles,0.0367972488,,,20221019
Rosa Lund,Enhedslisten,333200,8662,0.2424502925,0.03055302731,112,215400,13486,557,7,95,912,14155,13.42857143,7053976672089867269,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7053976672089867269&n=TIKTOK&tl0=profiles,0.0424819928,Københavns Storkreds,K,20221019
Sikandar Siddique,Frie Grønne,320313,5029,0.4334128228,0.04180211913,603,67100,12948,1312,8,63,433,14863,27.375,7110193218998060038,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7110193218998060038&n=TIKTOK&tl0=profiles,0.04640148854,Københavns Storkreds,M,20221019
Venstres Ungdom,Venstre ,309482,2018,0.735724366,0.01664327216,681,52800,9305,215,7,101,172,10201,9.857142857,6899149185438958593,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6899149185438958593&n=TIKTOK&tl0=profiles,0.03296152927,,,20221019
Frie Grønne,Frie Grønne,245256,7254,0.1440106308,0.01782928698,107,160400,6768,355,9,151,165,7230,20.88888889,6976535639811982342,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6976535639811982342&n=TIKTOK&tl0=profiles,0.02947940112,,,20221019
Lukas Lunøe,Radikale Venstre,228804,5083,0.2253601148,0.01163715035,352,184800,6960,628,2,67,117,7940,13,6991441079132881925,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6991441079132881925&n=TIKTOK&tl0=profiles,0.03470219052,Sjællands Storkreds,M,20221019
Nicolai Sandager,Liberal Alliance,183912,1545,1.104250442,0.03653425244,190,46400,10063,293,6,24,386,10546,12.16666667,7042409534522590213,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7042409534522590213&n=TIKTOK&tl0=profiles,0.05734264213,Sjællands Storkreds,M,20221019
Mai Mercado,Konservative,165794,1037,0.3149999156,0.008349133097,84,14700,1878,131,4,17,193,2093,13.5,7140235828483638278,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7140235828483638278&n=TIKTOK&tl0=profiles,0.01262409979,Fyns Storkreds,,20221019
Socialistisk Folkeparti,SF,146923,2241,0.4827960954,0.0331350367,118,71400,6792,295,5,136,214,7205,23.4,6779495548661810181,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6779495548661810181&n=TIKTOK&tl0=profiles,0.04903929269,,,20221019
Lars Løkke Rasmussen,Moderaterne,140600,4464,0.2485884046,0.00684413737,165,21700,6461,110,1,8,899,6736,34,7146928677090493446,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7146928677090493446&n=TIKTOK&tl0=profiles,0.04790896159,Sjællands Storkreds,,20221019
Brian Nielsen,Nye Borgerlige,139046,880,0.8086564218,0.01330078771,352,9955,4035,240,5,49,210,4627,33.4,7132865213712319494,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7132865213712319494&n=TIKTOK&tl0=profiles,0.03327675733,Nordjyllands Storkreds,,20221019
Anne Honoré Østergaard,Venstre ,127929,91,6.734315375,0.007106469834,220,461,2559,372,4,7,41,3151,11.25,7091373097719481350,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7091373097719481350&n=TIKTOK&tl0=profiles,0.02463084992,Nordjyllands Storkreds,K,20221019
Carl Valentin,SF,116627,1405,0.9867443116,0.03293717786,225,34400,8354,193,7,45,297,8772,12.71428571,6791984986301170694,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6791984986301170694&n=TIKTOK&tl0=profiles,0.07521414424,Københavns Storkreds,M,20221019
Jan Kristoffersen,Alternativet,112789,14600,0.08811944126,0.04690739262,86,269300,8683,203,4,49,200,8972,21.25,7075589074271388677,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7075589074271388677&n=TIKTOK&tl0=profiles,0.07954676431,Københavns Storkreds,M,20221019
Jakob Søgaard Clausen,Andet,109257,215,4.198964028,0.02319344905,192,7934,4950,561,6,33,,5703,44.33333333,7103984659075859461,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7103984659075859461&n=TIKTOK&tl0=profiles,0.0521980285,,,20221019
Helene Artmann Andresen,Liberal Alliance,107000,2295,0.2624223602,0.004738317757,54,19900,3371,124,1,13,523,3549,5,156640265103921152,https://www.fanpagekarma.com/discovery?view=PROFILES&id=156640265103921152&n=TIKTOK&tl0=profiles,0.0331682243,Sydjyllands Storkreds,K,20221019
Erick Thürmer,Moderaterne,66973,12100,0.02811954782,0.0203299542,142,54900,2047,158,4,83,200,2347,32.25,6982821061944624134,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6982821061944624134&n=TIKTOK&tl0=profiles,0.03504397294,Nordsjællands Storkreds,M,20221019
Niko Grünfeld,Frie Grønne,61736,13200,0.03529220779,0.03174731861,34,186600,2927,300,9,60,100,3261,16.88888889,6916160305756865542,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6916160305756865542&n=TIKTOK&tl0=profiles,0.05282169237,Østjyllands Storkreds,M,20221019
Charlotte Nellemann,Liberal Alliance,56185,1358,0.3510297722,0.04183155469,27,24000,2788,163,10,39,374,2978,39.6,7138772444043772934,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7138772444043772934&n=TIKTOK&tl0=profiles,0.05300347068,,,20221019
Nye Borgerlige,Nye Borgerlige,50800,3276,0.08106272084,0.009112861147,87,17900,1644,41,2,15,249,1772,25,7076027611050378246,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7076027611050378246&n=TIKTOK&tl0=profiles,0.03488188976,,,20221019
Radikale Venstre,Radikale Venstre,47704,1844,0.08228671519,0.02427574724,14,15000,907,119,8,61,93,1040,33.375,7088640033954989062,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7088640033954989062&n=TIKTOK&tl0=profiles,0.02180110683,,,20221019
Emil Samaras ,Enhedslisten,40842,278,0.8716665026,0.02508613043,23,2807,1313,150,6,33,,1486,92.16666667,7125302595979920390,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7125302595979920390&n=TIKTOK&tl0=profiles,0.03638411439,Københavns Storkreds,M,20221019
Casper Øhlers,Konservative,38731,1534,0.08143130071,0.006413314722,6,36100,822,26,3,81,79,854,14,7065627173391107077,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7065627173391107077&n=TIKTOK&tl0=profiles,0.02204952106,Københavns Storkreds,M,20221019
Steffen Larsen,Liberal Alliance,32632,336,0.9227929808,0.02525812568,30,1263,1720,199,4,8,138,1949,109.25,7041610547934938118,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7041610547934938118&n=TIKTOK&tl0=profiles,0.05972664869,Københavns Omegns Storkreds,M,20221019
Dina Myrup Raabjerg,Konservative,30100,6221,0.05655333565,0.02332250561,19,48300,2389,51,2,50,12,2459,105.5,7020110197134066693,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7020110197134066693&n=TIKTOK&tl0=profiles,0.08169435216,Vestjyllands Storkreds,K,20221019
Katrine Daugaard,Liberal Alliance,28929,380,1.050505271,0.01469817239,284,1504,1472,87,2,8,234,1843,80,7110950124852249605,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7110950124852249605&n=TIKTOK&tl0=profiles,0.06370769816,Fyns Storkreds,K,20221019
Louise Lingren Louring,Venstre ,28350,314,3.896139629,0.03005342818,10,1069,1150,40,13,27,296,1200,28.69230769,7146332391137100806,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7146332391137100806&n=TIKTOK&tl0=profiles,0.04232804233,Østjyllands Storkreds,,20221019
Samira Nawa,Radikale Venstre,26000,3527,0.06163162411,0.01748484848,12,71700,1454,47,2,32,75,1513,33,6793805014860628997,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6793805014860628997&n=TIKTOK&tl0=profiles,0.05819230769,Københavns Storkreds,K,20221019
Emma Juul Hansen,Konservative,25800,345,0.2468709538,0.003167220377,9,3937,531,32,1,7,,572,17,7097271673482003462,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7097271673482003462&n=TIKTOK&tl0=profiles,0.02217054264,Nordsjællands Storkreds,K,20221019
Hediye Temiz,Radikale Venstre,24996,1557,0.05706237085,0.01190564267,14,17000,576,31,2,16,41,621,29,6809005736442610694,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6809005736442610694&n=TIKTOK&tl0=profiles,0.02484397504,Københavns Omegns Storkreds,K,20221019
Halima El Abassi,Socialdemokratiet,24946,957,0.4713290117,0.04028958409,24,1035,581,150,10,33,780,755,42.5,7011630732523521029,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7011630732523521029&n=TIKTOK&tl0=profiles,0.03026537321,Københavns Storkreds,K,20221019
Thomas Elong,Venstre ,23938,142,0.6593427131,0.03081660034,8,933,521,19,10,38,53,548,14.6,7144832683909317637,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7144832683909317637&n=TIKTOK&tl0=profiles,0.02289247222,Nordsjællands Storkreds,,20221019
Rajesh Holmen,Frie Grønne,21182,164,0.4427197527,0.01013188425,16,1869,398,48,7,58,,462,34.57142857,7109934982856131589,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7109934982856131589&n=TIKTOK&tl0=profiles,0.02181097158,Københavns Storkreds,M,20221019
Steffen W. Frølund,Liberal Alliance,19302,2710,0.1640925944,0.1010998343,45,50500,3008,46,7,17,87,3099,15.57142857,7144334913998423045,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7144334913998423045&n=TIKTOK&tl0=profiles,0.1605533105,,,20221019
Rosa Eriksen,Moderaterne,18561,247,0.1175213675,0.004421802118,3,1683,162,27,3,41,23,192,25.33333333,6814076821329888262,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6814076821329888262&n=TIKTOK&tl0=profiles,0.01034427024,Fyns Storkreds,M,20221019
Ammar Ali,Moderaterne,17858,68,0.9737585943,0.0119307351,84,622,322,9,6,41,23,415,60.33333333,7129591282527814662,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7129591282527814662&n=TIKTOK&tl0=profiles,0.02323888453,Københavns Omegns Storkreds,K,20221019
Mads Olesen,SF,14818,1130,0.1085170557,0.05411089341,5,39600,661,172,9,130,53,838,31.22222222,7085790024892974086,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7085790024892974086&n=TIKTOK&tl0=profiles,0.05655284114,,,20221019
Nye Borgerliges Ungdom,Nye Borgerlige,14500,298,0.2049469965,0.004,6,1650,352,48,1,9,33,406,6,7118787278914552837,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7118787278914552837&n=TIKTOK&tl0=profiles,0.028,,,20221019
Malte Jäger,Nye Borgerlige,14426,255,0.1483540459,0.01076259226,4,1394,227,10,14,35,35,241,14.14285714,6889899921324819462,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6889899921324819462&n=TIKTOK&tl0=profiles,0.01670594759,Fyns Storkreds,,20221019
Birgitte Klippert,Konservative,13932,538,0.1698859649,0.03256498652,4,11900,621,10,11,157,18,635,21.72727273,7047171652258661381,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7047171652258661381&n=TIKTOK&tl0=profiles,0.04557852426,Sydjyllands Storkreds,K,20221019
Lucas Olsgaard,Moderaterne,13856,286,0.1130742049,0.002309468822,4,9082,213,7,5,119,7,224,11.2,7077126865735910405,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7077126865735910405&n=TIKTOK&tl0=profiles,0.01616628176,Københavns Omegns Storkreds,M,20221019
Dina Mofidi,Moderaterne,12300,236,0.06869300912,0.00131242741,0,8409,103,10,1,13,11,113,6,6824618071623713798,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6824618071623713798&n=TIKTOK&tl0=profiles,0.00918699187,Nordjyllands Storkreds,,20221019
Anders Krøyer,Konservative,12225,103,1.306492318,0.02487136667,10,1058,745,23,5,18,66,778,32.2,7137338468489839621,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7137338468489839621&n=TIKTOK&tl0=profiles,0.0636400818,Københavns Storkreds,M,20221019
Marianne Karlberg,Frie Grønne,11578,262,0.2133303481,0.01216028544,1,13100,325,47,3,11,23,373,43,7135807500985779206,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7135807500985779206&n=TIKTOK&tl0=profiles,0.03221627224,Sydjyllands Storkreds,K,20221019
Alternativet,Alternativet,11100,435,0.3576853526,0.01272844273,28,1621,932,29,1,7,115,989,16,7138325907227722757,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7138325907227722757&n=TIKTOK&tl0=profiles,0.0890990991,,,20221019
Sofie Falck Villadsen,SF,10581,296,0.3227621207,0.01150772068,21,10200,576,14,2,26,27,611,46,6973568437398504454,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6973568437398504454&n=TIKTOK&tl0=profiles,0.05774501465,Københavns Omegns Storkreds,K,20221019
Jeanne Bergmansen,SF,10463,146,0.181541216,0.02598750382,1,1285,172,3,9,79,14,176,19.33333333,7076738051074900998,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7076738051074900998&n=TIKTOK&tl0=profiles,0.01682117939,Sjællands Storkreds,K,20221019
Anne Sophie Callesen,Radikale Venstre,9716,273,0.1037545748,0.01244445305,4,11400,178,10,5,23,25,192,20.8,7112100051094160390,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7112100051094160390&n=TIKTOK&tl0=profiles,0.01976121861,Sjællands Storkreds,K,20221019
Frederik Grünfeld,Liberal Alliance,9293,48,1.223093083,0.01554237499,8,235,239,10,5,8,39,257,13,7129600035281601542,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7129600035281601542&n=TIKTOK&tl0=profiles,0.02765522436,Sjællands Storkreds,,20221019
Sabrina Louise Christiansen,Enhedslisten,9205,178,0.3465437788,0.005835337937,0,2187,368,8,2,11,,376,6.5,7145498391425287174,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7145498391425287174&n=TIKTOK&tl0=profiles,0.04084736556,Sydjyllands Storkreds,,20221019
Nicola Emily Larsen,Konservative,8786,558,0.0875425439,0.01307486821,8,12300,297,32,2,31,27,337,24,7082979087409759237,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7082979087409759237&n=TIKTOK&tl0=profiles,0.03835647621,Københavns Storkreds,K,20221019
Rikke Norlyk,Konservative,8135,31,1.097723705,0.004944156715,4,146,158,38,2,7,10,200,4,7093097654704489478,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7093097654704489478&n=TIKTOK&tl0=profiles,0.024585126,Sydjyllands Storkreds,,20221019
Kim Malmberg Hansen,Dansk Folkeparti,7535,5598,0.006309175503,0.009786206504,3,2822,163,10,2,39,1862,176,65,6832192130841134086,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6832192130841134086&n=TIKTOK&tl0=profiles,0.02335766423,Københavns Storkreds,M,20221019
DSU,Socialdemokratiet,6663,1698,0.02307933441,0.01154943567,4,36800,244,20,2,84,52,268,13.5,7010793504905954310,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7010793504905954310&n=TIKTOK&tl0=profiles,0.04022212217,,,20221019
Sigurd Agersnap,SF,6565,42,0.619047619,0.007953152769,4,1132,126,52,3,12,2,182,18.66666667,7128102618572227589,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7128102618572227589&n=TIKTOK&tl0=profiles,0.02772277228,Københavns Omegns Storkreds,M,20221019
Clara Halvorsen,Radikale Venstre,6370,246,0.04844720497,0.001749271137,1,1333,74,3,2,21,21,78,4,7125797508358308870,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7125797508358308870&n=TIKTOK&tl0=profiles,0.01224489796,Københavns Storkreds,K,20221019
Sofie Lippert ,SF,5544,735,0.08508112386,0.01108018965,2,30300,409,19,1,21,,430,13,6820400317084664837,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6820400317084664837&n=TIKTOK&tl0=profiles,0.07756132756,Østjyllands Storkreds,K,20221019
Zenia Stampe,Radikale Venstre,5422,277,0.07979910714,0.003767718818,3,1631,137,3,1,9,31,143,20,7127573755999618054,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7127573755999618054&n=TIKTOK&tl0=profiles,0.02637403172,Sjællands Storkreds,K,20221019
Mia Tang,Konservative,5301,299,0.08430943153,0.007734963983,0,2886,164,9,2,20,13,173,39,7076148782341522437,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7076148782341522437&n=TIKTOK&tl0=profiles,0.03263535182,Nordjyllands Storkreds,K,20221019
Andreas Karlsen,Konservative,5026,277,0.1020408163,0.005400488886,2,4607,170,18,2,7,43,190,47.5,6707900828898870277,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6707900828898870277&n=TIKTOK&tl0=profiles,0.0378034222,Sjællands Storkreds,M,20221019
Mohamed Abdikarim,Frie Grønne,4980,7869,0.002433343311,0.01106546857,6,45600,126,2,4,225,2,134,15.25,6683542085570806790,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6683542085570806790&n=TIKTOK&tl0=profiles,0.02690763052,Østjyllands Storkreds,M,20221019
Freja Fokdal,Radikale Venstre,4936,2692,0.002873104549,0.001562861774,0,97300,49,5,1,149,8,54,8,6798963806716838917,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6798963806716838917&n=TIKTOK&tl0=profiles,0.01094003241,Sjællands Storkreds,K,20221019
Milo Jacobsen Gaarde,SF,4911,105,0.4395604396,0.008144980656,5,240,261,14,1,1,79,280,11,6680414438334530566,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6680414438334530566&n=TIKTOK&tl0=profiles,0.05701486459,Sydjyllands Storkreds,M,20221019
Lars Høyer Holmqvist,Liberal Alliance,4742,836,0.05438486688,0.01622561902,5,31500,275,38,3,124,9,318,126.3333333,145986779408523264,https://www.fanpagekarma.com/discovery?view=PROFILES&id=145986779408523264&n=TIKTOK&tl0=profiles,0.0670603121,Nordsjællands Storkreds,M,20221019
Malene Grandjean,Venstre ,4315,146,0.09536951453,0.0126905787,3,523,81,6,4,39,23,90,32.25,7033492638126146565,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7033492638126146565&n=TIKTOK&tl0=profiles,0.02085747393,Sjællands Storkreds,K,20221019
Andreas Steenberg,Radikale Venstre,4118,115,0.2502265133,0.02049187607,4,870,133,43,4,17,21,180,40.75,7147784768871695366,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7147784768871695366&n=TIKTOK&tl0=profiles,0.0437105391,Østjyllands Storkreds,,20221019
Siff Tang Lassen,Konservative,3629,214,0.05760159652,0.006400790765,1,1468,77,7,2,26,,85,7.5,6926222618236716037,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6926222618236716037&n=TIKTOK&tl0=profiles,0.02342243042,Vestjyllands Storkreds,K,20221019
Karina Lorentzen Dehnhardt,SF,3612,1680,0.009398496241,0.00435057744,2,31200,99,9,1,57,10,110,7,6829188372150895621,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6829188372150895621&n=TIKTOK&tl0=profiles,0.03045404208,Sydjyllands Storkreds,K,20221019
Michael Monberg,Alternativet,3368,594,0.02784503632,0.004877841873,2,10400,93,20,1,11,27,115,18,6829232919930258438,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6829232919930258438&n=TIKTOK&tl0=profiles,0.03414489311,Sjællands Storkreds,,20221019
Helle Bonnesen,Konservative,3342,43,0.2822299652,0.003462426263,0,76,80,1,6,6,11,81,19.83333333,7102821853895721990,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7102821853895721990&n=TIKTOK&tl0=profiles,0.02423698384,Københavns Storkreds,,20221019
Marcus Danielsson,Venstre ,3264,595,0.0101365791,0.0100121964,1,21500,38,3,5,34,21,42,9.4,7128318160525460485,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7128318160525460485&n=TIKTOK&tl0=profiles,0.01286764706,Sjællands Storkreds,,20221019
Steffen Sjørslev,Liberal Alliance,2563,339,0.03892215569,0.005072181038,1,8710,84,6,1,22,14,91,17,7043850516993360902,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7043850516993360902&n=TIKTOK&tl0=profiles,0.03550526726,Nordsjællands Storkreds,M,20221019
Alexander Klitgaard Mikkelsen,Konservative,2543,57,0.2564298447,0.009874561033,3,631,83,7,2,6,7,93,45.5,6972807697470145541,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6972807697470145541&n=TIKTOK&tl0=profiles,0.03657097916,Nordjyllands Storkreds,,20221019
Lene Burchardt,Konservative,2500,69,0.1687509866,0.01710985752,5,347,65,9,4,14,6,79,15.75,7145814499442148357,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7145814499442148357&n=TIKTOK&tl0=profiles,0.0316,Nordjyllands Storkreds,,20221019
Linea Søgaard-Lidell,Venstre ,2364,300,0.03441084463,0.003988397389,1,1893,63,2,1,12,38,66,46,7091002616524489733,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7091002616524489733&n=TIKTOK&tl0=profiles,0.02791878173,Københavns Storkreds,K,20221019
Hans Andersen,Venstre ,2310,67,0.1445578231,0.007632785231,2,129,57,4,2,4,19,63,16.5,7139478669806978053,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7139478669806978053&n=TIKTOK&tl0=profiles,0.02727272727,Nordsjællands Storkreds,M,20221019
Frederik Bloch Münster,Konservative,2148,112,0.1058143691,0.01055253113,1,532,75,5,2,10,7,81,36.5,7118781727687263237,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7118781727687263237&n=TIKTOK&tl0=profiles,0.03770949721,Sydjyllands Storkreds,M,20221019
