Sidenavn;Codename;URL;Total Interactions;Likes;Comments;Shares;Owned Post Views;Owned Views from Shares;Owned Total Views;Percentage Views from Owned Posts;Views on Shared Posts;Views While Live;Video Time;3-Min+ Videos;Loves;Wows;Hahas;Sads;Angrys;Cares;All Reactions;All Interaction Rate;Total Posts;Posts Per Day;Page Likes;Page Growth;Page Growth %;Page Followers;Page Follower Growth;Page Follower Growth %;Parti;Link;Politiker eller Partiside;Køn;Profil eller side;Kategori;Partileder;FTV kandidat;Month;Måned;Totale interaktioner per post;Kommentarer per post;Delinger per post;Videovisninger per videoopslag;Angry per post;Love per post;Reaktioner per post;Blok
Margrete Auken;margreteauken;https://www.facebook.com/36730930417;8081;5914;701;499;2004;444;2448;82,00%;0;0;1;0;620;17;34;71;61;164;6881;2,07%;20;1;19546;-7;-0,04%;19953;17;0,09%;Socialistisk Folkeparti;https://www,facebook,com/36730930417;Politiker;Kvinde;Side;MEP'ere;;;20220315;202203;404;35;25;2004;3;31;344;Rød blok
Pia Olsen Dyhr;pia.olsen.dyhr;https://www.facebook.com/49348971479;53282;31179;8936;1884;279317;18199;297516;94%;0;0;1;0;3510;140;191;2889;207;4346;42462;2,77%;24;1;80237;12;0%;82534;-9;0%;Socialistisk Folkeparti;https://www,facebook,com/49348971479;Politiker;Kvinde;Side;MF'ere;Partileder;;20220315;202203;2220;372;79;46553;9;146;1769;Rød blok
Jacob Mark;stemjacobmark;https://www.facebook.com/69985338410;14592;7766;1167;84;0;0;0;0,00%;0;0;0;0;2036;1;4;3;2;3529;13341;16,64%;1;0;87699;36;0,04%;92831;30;0,03%;Socialistisk Folkeparti;https://www,facebook,com/69985338410;Politiker;Mand;Side;MF'ere;;;20220315;202203;14592;1167;84;0;2;2036;13341;Rød blok
SF;sfparti;https://www.facebook.com/74796954245;11229;7187;2009;562;40805;3945;44750;91%;527;522;4;0;771;19;104;100;123;354;8658;0,52%;39;1;54997;25;0,05%;55660;32;0,06%;Socialistisk Folkeparti;https://www,facebook,com/74796954245;Partiside;Partiside;Side;Nationalt parti;;;20220315;202203;288;52;14;4534;3;20;222;Rød blok
Theresa Berg Andersen;theresabergandersen;https://www.facebook.com/100553324882964;1003;722;129;31;0;0;0;0%;0;0;0;0;60;1;10;1;0;49;843;2,81%;16;1;2209;4;0,18%;2296;12;0,53%;Socialistisk Folkeparti;https://www,facebook,com/100553324882964;Politiker;Kvinde;Side;MF'ere;;;20220315;202203;63;8;2;0;0;4;53;Rød blok
Karina Lorentzen Dehnhardt;karinalorentzendehnhardt;https://www.facebook.com/116061635098137;4201;2670;869;164;94225;5843;100068;94%;0;0;0;0;262;3;11;15;9;198;3168;2,97%;17;1;8343;48;1%;8441;54;1%;Socialistisk Folkeparti;https://www,facebook,com/116061635098137;Politiker;Kvinde;Side;MF'ere;;;20220315;202203;247;51;10;47113;1;15;186;Rød blok
Astrid Carøe;AstridCaroe;https://www.facebook.com/207867859816558;94;73;4;1;0;0;0;0,00%;0;0;0;0;15;0;0;0;0;1;89;3,75%;1;0;2513;11;0,44%;2638;10;0,38%;Socialistisk Folkeparti;https://www,facebook,com/207867859816558;Politiker;Kvinde;Side;MF'ere;;;20220315;202203;94;4;1;0;0;15;89;Rød blok
Rasmus Nordqvist;rasmus.nordqvist;https://www.facebook.com/323452711195305;265;176;42;7;0;0;0;0%;0;0;0;0;33;0;0;3;1;3;216;1,15%;4;0;5759;-1;-0,02%;5957;-6;-0,10%;Socialistisk Folkeparti;https://www,facebook,com/323452711195305;Politiker;Mand;Side;MF'ere;;;20220315;202203;66;11;2;0;0;8;54;Rød blok
Carl Valentin;CarlValentinSF;https://www.facebook.com/323782467803321;13651;9484;1785;300;0;0;0;0%;0;0;0;0;1349;189;86;126;59;273;11566;6,10%;15;1;14945;53;0,36%;15326;68;0,45%;Socialistisk Folkeparti;https://www,facebook,com/323782467803321;Politiker;Mand;Side;MF'ere;;;20220315;202203;910;119;20;0;4;90;771;Rød blok
Signe Munk;signe.munk.5;https://www.facebook.com/350242375125258;4728;3057;839;52;0;0;0;0%;0;0;0;0;579;4;12;18;10;157;3837;4,27%;17;1;6504;-4;-0,06%;6612;-6;-0,09%;Socialistisk Folkeparti;https://www,facebook,com/350242375125258;Politiker;Kvinde;Side;MF'ere;;;20220315;202203;278;49;3;0;1;34;226;Rød blok
Trine Torp;sftrine;https://www.facebook.com/673183069445618;846;543;101;87;0;0;0;0%;0;0;0;0;87;1;0;7;2;18;658;4,41%;5;0;3835;2;0,05%;4142;0;0,00%;Socialistisk Folkeparti;https://www,facebook,com/673183069445618;Politiker;Kvinde;Side;MF'ere;;;20220315;202203;169;20;17;0;0;17;132;Rød blok
Karsten Hønge;karstenhoenge;https://www.facebook.com/1246666085407861;6824;5161;947;259;38572;12594;51166;75%;1171;543;0;0;325;8;41;3;12;68;5618;2,99%;15;1;15242;66;0,43%;15954;67;0,42%;Socialistisk Folkeparti;https://www,facebook,com/1246666085407861;Politiker;Mand;Side;MF'ere;;;20220315;202203;455;63;17;9643;1;22;375;Rød blok
Kirsten Normann Andersen;KirstenNormannAndersen;https://www.facebook.com/1282577791766364;5268;3608;675;267;0;0;0;0%;0;0;0;0;427;7;3;4;3;274;4326;6,69%;6;0;13129;19;0,14%;13748;48;0,35%;Socialistisk Folkeparti;https://www,facebook,com/1282577791766364;Politiker;Kvinde;Side;MF'ere;;;20220315;202203;878;113;45;0;1;71;721;Rød blok
Kira Marie Peter-Hansen;Kira.M.P.Hansen;https://www.facebook.com/1497190180404355;3443;2564;257;91;1355;404;1759;77%;0;0;1;0;398;15;17;34;35;32;3095;2,19%;18;1;8728;16;0,18%;9188;20;0,22%;Socialistisk Folkeparti;https://www,facebook,com/1497190180404355;Politiker;Kvinde;Side;MEP'ere;;;20220315;202203;191;14;5;1355;2;22;172;Rød blok
Lisbeth Bech-Nielsen;LisbethBechNielsen1;https://www.facebook.com/1559060601030590;7054;4803;1312;152;3950;215;4165;95%;0;138;8;2;410;17;46;40;47;227;5590;3,10%;22;1;10421;165;1,61%;10761;197;1,86%;Socialistisk Folkeparti;https://www,facebook,com/1559060601030590;Politiker;Kvinde;Side;MF'ere;;;20220315;202203;321;60;7;1317;2;19;254;Rød blok
Anne Valentina Berthelsen;stem.anne.valentina;https://www.facebook.com/1701135240186838;690;542;76;9;0;0;0;0%;0;0;0;0;50;2;0;5;0;6;605;2,93%;6;0;3928;1;0%;4079;-1;0%;Socialistisk Folkeparti;https://www,facebook,com/1701135240186838;Politiker;Kvinde;Side;MF'ere;;;20220315;202203;115;13;2;0;0;8;101;Rød blok
Halime Oguz;HalimeSF;https://www.facebook.com/1871802986266834;6945;3871;2009;199;0;0;0;0%;0;0;0;0;370;32;23;147;185;109;4737;5,12%;17;1;8010;83;1,05%;9835;76;0,78%;Socialistisk Folkeparti;https://www,facebook,com/1871802986266834;Politiker;Kvinde;Side;MF'ere;;;20220315;202203;409;118;12;0;11;22;279;Rød blok
Charlotte Broman Mølbæk;CharlotteBromanMoelbaek;https://www.facebook.com/2079502855459920;3379;2334;413;208;1453;147;1600;91%;0;0;1;0;296;2;4;33;1;88;2758;4,29%;15;1;5262;34;1%;5813;38;0,66%;Socialistisk Folkeparti;https://www,facebook,com/2079502855459920;Politiker;Kvinde;Side;MF'ere;;;20220315;202203;225;28;14;1453;0;20;184;Rød blok
Veganerpartiet;veganerpartiet;https://www.facebook.com/2109922459023773;5446;2915;818;507;7872;3517;11389;69%;5900;0;19;2;514;22;63;366;186;55;4121;1,16%;31;1;15075;0;0%;16892;-15;0%;Veganerpartiet;https://www,facebook,com/2109922459023773;Partiside;Partiside;Side;Nationalt parti;;;20220315;202203;176;26;16;1125;6;17;133;Rød blok
Venstre, Danmarks Liberale Parti;venstre.dk;https://www.facebook.com/21465928829;49022;32850;9246;1982;70960;7148;78108;91%;0;0;5;0;591;109;2012;68;1872;292;37794;1,44%;43;1;79450;43;0,05%;80535;60;0,07%;Venstre;https://www,facebook,com/21465928829;Partiside;Partiside;Side;Nationalt parti;;;20220315;202203;1140;215;46;8870;44;14;879;Blå blok
MF Jane Heitmann;janeheitmannV;https://www.facebook.com/100190170314199;166;127;20;3;0;0;0;0%;0;0;0;0;4;1;0;1;2;8;143;1,36%;9;0;1323;1;0,08%;1389;2;0%;Venstre;https://www,facebook,com/100190170314199;Politiker;Kvinde;Side;MF'ere;;;20220315;202203;18;2;0;0;0;0;16;Blå blok
Ellen Trane Nørby;ElleniFolketinget;https://www.facebook.com/123900591027437;7370;6009;651;196;0;0;0;0%;387;0;0;0;204;17;93;9;123;68;6523;1,05%;42;1;16709;-2;0%;17185;30;0%;Venstre;https://www,facebook,com/123900591027437;Politiker;Kvinde;Side;MF'ere;;;20220315;202203;175;16;5;0;3;5;155;Blå blok
Troels Lund Poulsen;TroelsLundPoulsen;https://www.facebook.com/139443622778678;2437;1580;636;29;696;32;728;96%;0;0;0;0;27;11;104;5;33;12;1772;3,88%;9;0;6978;34;0,49%;7599;40;1%;Venstre;https://www,facebook,com/139443622778678;Politiker;Mand;Side;MF'ere;;;20220315;202203;271;71;3;696;4;3;197;Blå blok
Morten Løkkegaard;morten.lokkegaard;https://www.facebook.com/143232155749217;5783;4159;493;251;3948;314;4262;93%;0;0;10;2;341;15;26;76;57;365;5039;1,47%;21;1;18741;51;0,27%;18596;46;0,25%;Venstre;https://www,facebook,com/143232155749217;Politiker;Mand;Side;MEP'ere;;;20220315;202203;275;23;12;790;3;16;240;Blå blok
Kenneth Mikkelsen;kennethmikkelsendk;https://www.facebook.com/180919889239757;1029;957;48;10;0;0;0;0%;0;0;0;0;9;0;2;1;0;2;971;6,27%;14;0;1170;10;0,86%;1341;18;1%;Venstre;https://www,facebook,com/180919889239757;Politiker;Mand;Side;MF'ere;;;20220315;202203;74;3;1;0;0;1;69;Blå blok
Hans Christian Schmidt;hans.c.schmidt.58;https://www.facebook.com/219165404941522;964;758;81;36;1457;764;2221;66%;0;0;1;0;40;0;0;21;3;25;847;3,13%;5;0;6133;0;0%;6205;-1;0%;Venstre;https://www,facebook,com/219165404941522;Politiker;Mand;Side;MF'ere;;;20220315;202203;193;16;7;1457;1;8;169;Blå blok
Marie Bjerre;Marie.Bjerre.i.FT;https://www.facebook.com/242091299473046;3543;2574;586;110;2244;424;2668;84%;816;0;1;0;73;9;63;7;93;28;2847;3,63%;12;0;8140;8;0,10%;8677;27;0%;Venstre;https://www,facebook,com/242091299473046;Politiker;Kvinde;Side;MF'ere;;;20220315;202203;295;49;9;2244;8;6;237;Blå blok
Jacob Jensen;mfjacobjensen;https://www.facebook.com/256754327854276;3978;3069;349;168;765;70;835;92%;556;0;1;0;101;11;121;17;25;117;3461;1,69%;29;1;8149;74;1%;8309;86;1%;Venstre;https://www,facebook,com/256754327854276;Politiker;Mand;Side;MF'ere;;;20220315;202203;137;12;6;765;1;3;119;Blå blok
Jakob Ellemann-Jensen;jakobellemann;https://www.facebook.com/267297590272820;45063;35193;5738;661;33242;3747;36989;90%;0;1847;0;0;1887;40;285;205;428;626;38664;5,43%;23;1;36218;230;0,64%;44292;289;1%;Venstre;https://www,facebook,com/267297590272820;Politiker;Mand;Side;MF'ere;Partileder;;20220315;202203;1959;249;29;11081;19;82;1681;Blå blok
Anni Matthiesen;V.Anni.Matthiesen;https://www.facebook.com/276323316097998;1515;1343;64;58;531;632;1163;46%;0;0;1;0;24;1;0;0;3;22;1393;1,01%;33;1;4447;6;0,14%;4686;5;0%;Venstre;https://www,facebook,com/276323316097998;Politiker;Kvinde;Side;MF'ere;;;20220315;202203;46;2;2;531;0;1;42;Blå blok
Jan E. Jørgensen;jan.e.joergensen;https://www.facebook.com/329413910880676;2582;1952;405;61;0;0;0;0,00%;0;0;0;0;44;24;45;7;32;12;2116;2,56%;10;0;10095;47;0,47%;10805;79;1%;Venstre;https://www,facebook,com/329413910880676;Politiker;Mand;Side;MF'ere;;;20220315;202203;258;41;6;0;3;4;212;Blå blok
Eva Kjer Hansen;evakjerhansen;https://www.facebook.com/331049873725952;6221;4454;868;256;12081;1457;13538;89%;0;0;7;0;107;30;79;20;316;91;5097;1,84%;17;1;19793;2;0%;20093;10;0%;Venstre;https://www,facebook,com/331049873725952;Politiker;Kvinde;Side;MF'ere;;;20220315;202203;366;51;15;3020;19;6;300;Blå blok
Kim Valentin;kimvalentinfv19;https://www.facebook.com/362875644473220;1126;864;162;22;303;168;471;64%;0;83;0;0;30;11;8;8;9;12;942;1,28%;19;1;4595;-8;-0,17%;4925;-9;0%;Venstre;https://www,facebook,com/362875644473220;Politiker;Mand;Side;MF'ere;;;20220315;202203;59;9;1;303;0;2;50;Blå blok
Thomas Danielsen;ThDanielsen;https://www.facebook.com/368634453338332;1387;989;204;57;3005;793;3798;79%;0;0;0;0;6;1;7;56;13;54;1126;2,90%;4;0;11929;21;0,18%;12037;22;0%;Venstre;https://www,facebook,com/368634453338332;Politiker;Mand;Side;MF'ere;;;20220315;202203;347;51;14;3005;3;2;282;Blå blok
Michael Aastrup Jensen;michaelaastrup;https://www.facebook.com/389665107805619;4727;3468;789;199;2789;750;3539;79%;0;0;0;0;131;15;12;6;70;37;3739;2,24%;20;1;10553;20;0,19%;10716;113;1%;Venstre;https://www,facebook,com/389665107805619;Politiker;Mand;Side;MF'ere;;;20220315;202203;236;39;10;2789;4;7;187;Blå blok
Erling Bonnesen;erling.bonnesen;https://www.facebook.com/390925417751473;5807;3612;1269;300;5739;30;5769;99%;319;0;1;0;45;27;136;21;357;40;4238;4,39%;22;1;6020;55;0,92%;6227;62;1%;Venstre;https://www,facebook,com/390925417751473;Politiker;Mand;Side;MF'ere;;;20220315;202203;264;58;14;5739;16;2;193;Blå blok
Bertel Haarder;BertelHaarder;https://www.facebook.com/404683979561081;5723;4485;474;149;4913;2752;7665;64%;0;0;1;0;223;16;77;90;135;74;5100;2,63%;10;0;21751;18;0,08%;23004;10;0%;Venstre;https://www,facebook,com/404683979561081;Politiker;Mand;Side;MF'ere;;;20220315;202203;572;47;15;4913;14;22;510;Blå blok
Christoffer Aagaard Melson;christofferaagaardmelson;https://www.facebook.com/539568842764605;2104;1602;310;28;0;0;0;0%;0;0;0;0;138;3;1;1;7;14;1766;6,19%;12;0;2838;22;0,78%;3070;29;0,95%;Venstre;https://www,facebook,com/539568842764605;Politiker;Mand;Side;MF'ere;;;20220315;202203;175;26;2;0;1;12;147;Blå blok
Hans Andersen;hansandersen.venstre;https://www.facebook.com/561507140593570;3357;2423;478;87;2045;2885;4930;41%;0;0;3;0;144;13;37;12;76;87;2792;1,38%;34;1;7090;2;0,03%;6979;5;0%;Venstre;https://www,facebook,com/561507140593570;Politiker;Mand;Side;MF'ere;;;20220315;202203;99;14;3;682;2;4;82;Blå blok
Morten Dahlin;mortendahlin;https://www.facebook.com/577345799101307;10343;7022;1468;708;7629;13119;20748;37%;0;0;2;0;302;26;426;37;179;175;8167;3,33%;22;1;14238;290;2,08%;14791;387;3%;Venstre;https://www,facebook,com/577345799101307;Politiker;Mand;Side;MF'ere;;;20220315;202203;470;67;32;2543;8;14;371;Blå blok
Martin Geertsen;martin.geertsen;https://www.facebook.com/687073988036611;7969;5213;1310;483;1644;406;2050;80%;0;0;1;0;132;46;258;124;275;128;6176;2,66%;22;1;13597;20;0%;13773;22;0%;Venstre;https://www,facebook,com/687073988036611;Politiker;Mand;Side;MF'ere;;;20220315;202203;362;60;22;1644;13;6;281;Blå blok
Sophie Løhde;SophieLoehde;https://www.facebook.com/699619700116377;21770;16928;2619;660;45803;874;46677;98%;0;0;0;0;893;42;113;20;161;334;18491;3,58%;19;1;31970;62;0,19%;34658;107;0%;Venstre;https://www,facebook,com/699619700116377;Politiker;Kvinde;Side;MF'ere;;;20220315;202203;1146;138;35;22902;8;47;973;Blå blok
Marlene Ambo-Rasmussen;Marleneambov;https://www.facebook.com/759821337497406;615;517;30;5;577;184;761;76%;0;0;1;0;43;1;0;0;7;12;580;3,56%;7;0;2447;9;0,37%;2872;23;1%;Venstre;https://www,facebook,com/759821337497406;Politiker;Kvinde;Side;MF'ere;;;20220315;202203;88;4;1;577;1;6;83;Blå blok
Louise Schack Elholm;louise.elholm;https://www.facebook.com/798227683607349;883;725;94;4;0;0;0;0%;0;0;0;0;31;1;1;1;2;24;785;1,32%;12;0;5522;17;0,31%;5718;15;0%;Venstre;https://www,facebook,com/798227683607349;Politiker;Kvinde;Side;MF'ere;;;20220315;202203;74;8;0;0;0;3;65;Blå blok
Karen Ellemann;karen.ellemann;https://www.facebook.com/925932494102782;670;567;12;10;0;0;0;0%;310;0;0;0;42;0;3;1;0;35;648;2,20%;3;0;10139;-16;0%;10405;-20;0%;Venstre;https://www,facebook,com/925932494102782;Politiker;Kvinde;Side;MF'ere;;;20220315;202203;223;4;3;0;0;14;216;Blå blok
Linea Søgaard-Lidell;lineasogaardlidell;https://www.facebook.com/1002755833225691;1029;896;40;28;0;0;0;0%;0;0;0;0;43;1;2;2;1;16;961;3,79%;8;0;3381;11;0%;3638;9;0%;Venstre;https://www,facebook,com/1002755833225691;Politiker;Kvinde;Side;MEP'ere;;;20220315;202203;129;5;4;0;0;5;120;Blå blok
Maja Torp - Politiker;Maja.Torp.Venstre;https://www.facebook.com/1049258185160006;1779;1578;110;24;2131;438;2569;83%;0;0;2;0;46;5;6;1;1;8;1645;1,50%;35;1;3338;8;0,24%;3740;46;1%;Venstre;https://www,facebook,com/1049258185160006;Politiker;Kvinde;Side;MF'ere;;;20220315;202203;51;3;1;533;0;1;47;Blå blok
Torsten Schack Pedersen;tschackpedersen;https://www.facebook.com/1378861979080037;4379;3188;617;282;926;822;1748;53%;0;0;1;0;51;15;127;16;23;60;3480;4,06%;17;1;6344;35;0,55%;6632;46;0,70%;Venstre;https://www,facebook,com/1378861979080037;Politiker;Mand;Side;MF'ere;;;20220315;202203;258;36;17;926;1;3;205;Blå blok
Lars Chr. Lilleholt;lilleholt;https://www.facebook.com/1408142216156387;4821;3102;1114;127;2342;314;2656;88%;0;0;0;0;46;33;158;16;201;24;3580;2,85%;17;1;9953;16;0,16%;10381;15;0%;Venstre;https://www,facebook,com/1408142216156387;Politiker;Mand;Side;MF'ere;;;20220315;202203;284;66;7;2342;12;3;211;Blå blok
Ulla Tørnæs;ullatoernaes;https://www.facebook.com/1442400742660069;6869;5521;487;218;2405;403;2808;86%;470;0;1;0;162;3;17;143;20;298;6164;1,96%;22;1;15904;10;0,06%;15905;145;0,92%;Venstre;https://www,facebook,com/1442400742660069;Politiker;Kvinde;Side;MF'ere;;;20220315;202203;312;22;10;2405;1;7;280;Blå blok
Asger Christensen i EU;AsgerEU;https://www.facebook.com/1450750935146684;7632;4105;704;2591;0;0;0;0%;0;0;0;0;26;41;23;16;98;28;4337;9,01%;8;0;10622;57;1%;10855;67;1%;Venstre;https://www,facebook,com/1450750935146684;Politiker;Mand;Side;MEP'ere;;;20220315;202203;954;88;324;0;12;3;542;Blå blok
Mads Fuglede;mads.fuglede;https://www.facebook.com/1554525611484429;3245;1982;410;221;9568;12032;21600;44%;0;0;0;0;102;11;478;6;3;32;2614;4,10%;6;0;13176;17;0,13%;14169;12;0%;Venstre;https://www,facebook,com/1554525611484429;Politiker;Mand;Side;MF'ere;;;20220315;202203;541;68;37;9568;1;17;436;Blå blok
Anne Honoré Østergaard;annehonoreoestergaard;https://www.facebook.com/1719764131664489;2623;1926;429;31;909;45;954;95%;0;0;1;0;103;5;49;12;23;45;2163;2,81%;18;1;5165;28;0,55%;5476;40;0,74%;Venstre;https://www,facebook,com/1719764131664489;Politiker;Kvinde;Side;MF'ere;;;20220315;202203;146;24;2;909;1;6;120;Blå blok
Heidi Bank;heidibank.dk;https://www.facebook.com/1912736882278358;60;51;9;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;51;2,03%;4;0;743;7;1%;816;6;1%;Venstre;https://www,facebook,com/1912736882278358;Politiker;Kvinde;Side;MF'ere;;;20220315;202203;15;2;0;0;0;0;13;Blå blok
Kristian Pihl Lorentzen;kplorentzen;https://www.facebook.com/1956719637909855;564;431;80;17;0;0;0;0%;0;0;0;0;6;0;2;1;24;3;467;0,55%;14;0;7237;1;0,01%;7340;-5;-0,07%;Venstre;https://www,facebook,com/1956719637909855;Politiker;Mand;Side;MF'ere;;;20220315;202203;40;6;1;0;2;0;33;Blå blok
Fatma Øktem;fatmaoktemv;https://www.facebook.com/1695475020740767;1857;1399;236;44;1213;412;1625;75%;0;0;1;0;102;1;37;1;18;19;1577;1,44%;12;0;10664;-8;0%;10682;-2;0%;Venstre;https://www,facebook,com/1695475020740767;Politiker;Kvinde;Side;MF'ere;;;20220315;202203;155;20;4;1213;2;9;131;Blå blok
Torsten Gejl;torsten.gejl;https://www.facebook.com/461364607347621;6721;3518;1173;610;8359;4227;12586;66%;0;0;15;3;522;109;255;219;229;86;4938;3,92%;18;1;9531;55;0,58%;10293;54;0,53%;Alternativet;https://www,facebook,com/461364607347621;Politiker;Mand;Side;MF'ere;;;20220415;202204;373;65;34;1672;13;29;274;Rød blok
Alternativet;alternativet.dk;https://www.facebook.com/676061179094769;13968;7960;2497;857;37567;4993;42560;88%;454;0;5;1;851;86;444;615;506;152;10614;0,41%;40;1;84239;-71;-0,08%;82003;-61;-0,07%;Alternativet;https://www,facebook,com/676061179094769;Partiside;Partiside;Side;Nationalt parti;;;20220415;202204;349;62;21;12522;13;21;265;Rød blok
Inger Støjberg;IngerStojberg;https://www.facebook.com/207401585966233;38863;29575;5785;2006;52041;17125;69166;75%;0;0;0;0;892;43;283;44;163;72;31072;5,11%;4;0;190121;49;0%;207780;5;0%;Danmarksdemokraterne;https://www,facebook,com/207401585966233;Politiker;Kvinde;Side;MF'ere;Partileder;;20220415;202204;9716;1446;502;52041;41;223;7768;Blå blok
Pia Kjærsgaard;piakjaersgaardDF;https://www.facebook.com/33510214383;45760;33862;5498;2014;39044;17482;56526;69%;0;0;1;0;2893;107;424;49;304;609;38248;2,36%;14;0;138156;-146;0%;136991;-148;0%;Dansk Folkeparti;https://www,facebook,com/33510214383;Politiker;Kvinde;Side;MF'ere;;;20220415;202204;3269;393;144;19522;22;207;2732;Blå blok
Morten Messerschmidt;MortenMesserschmidt;https://www.facebook.com/111394892261429;49641;34158;7582;5472;231380;45614;276994;84%;7072;3909;13;1;1174;117;669;33;349;87;36587;2,57%;27;1;71493;127;0%;75053;183;0%;Dansk Folkeparti;https://www,facebook,com/111394892261429;Politiker;Mand;Side;MF'ere;Partileder;;20220415;202204;1839;281;203;19282;13;43;1355;Blå blok
Dennis Flydtkjær;DennisFlydtkjaer;https://www.facebook.com/114777238691209;2132;1531;313;199;0;0;0;0%;0;0;0;0;29;10;32;0;6;12;1620;4,94%;10;0;4316;15;0,35%;4346;17;0%;Dansk Folkeparti;https://www,facebook,com/114777238691209;Politiker;Mand;Side;MF'ere;;;20220415;202204;213;31;20;0;1;3;162;Blå blok
René Christensen - Dansk Folkeparti;ReneChristensenDF;https://www.facebook.com/183312979158588;3744;2551;560;419;5037;2064;7101;71%;388;0;4;0;67;19;6;18;75;29;2765;7,37%;24;1;2132;33;1,57%;2278;40;2%;Dansk Folkeparti;https://www,facebook,com/183312979158588;Politiker;Mand;Side;MF'ere;;;20220415;202204;156;23;17;1259;3;3;115;Blå blok
Peter Kofod - Dansk Folkeparti;peterkofodEU;https://www.facebook.com/337897239700571;9093;7409;749;345;0;0;0;0%;0;0;0;0;499;15;16;15;11;34;7999;7,09%;5;0;25625;-12;-0,05%;28651;-23;0%;Dansk Folkeparti;https://www,facebook,com/337897239700571;Politiker;Mand;Side;MEP'ere;;;20220415;202204;1819;150;69;0;2;100;1600;Blå blok
Dansk Folkeparti;danskfolkeparti;https://www.facebook.com/520449347983427;47310;31186;6644;5567;140583;29986;170569;82%;3206;104;8;0;2310;55;473;79;929;67;35099;1,49%;30;1;105602;-126;-0,12%;106398;-100;-0,09%;Dansk Folkeparti;https://www,facebook,com/520449347983427;Partiside;Partiside;Side;Nationalt parti;;;20220415;202204;1577;221;186;15620;31;77;1170;Blå blok
Kristian Thulesen Dahl;KristianThulesenDahlDF;https://www.facebook.com/531761723507375;15066;10931;2242;411;0;0;0;0%;3904;0;0;0;204;57;1135;11;28;47;12413;2,87%;7;0;75073;-57;0%;77247;-70;0%;Dansk Folkeparti;https://www,facebook,com/531761723507375;Politiker;Mand;Side;MF'ere;;;20220415;202204;2152;320;59;0;4;29;1773;Blå blok
Peter Skaarup;skaarupdf;https://www.facebook.com/691707047549076;7674;5894;1088;462;3544;956;4500;79%;0;0;0;0;123;7;39;6;23;32;6124;1,08%;11;0;64753;-54;-0,08%;62882;-51;-0,08%;Dansk Folkeparti;https://www,facebook,com/691707047549076;Politiker;Mand;Side;MF'ere;;;20220415;202204;698;99;42;3544;2;11;557;Blå blok
Mette Hjermind Dencker;MetteHjermindDencker;https://www.facebook.com/1452632708336329;2681;1873;286;35;0;0;0;0%;0;0;0;0;176;10;3;13;1;284;2360;5,65%;10;0;4738;-9;0%;5167;-3;0%;Dansk Folkeparti;https://www,facebook,com/1452632708336329;Politiker;Kvinde;Side;MF'ere;;;20220415;202204;268;29;4;0;0;18;236;Blå blok
Søren Søndergaard;SorenSondergaard.dk;https://www.facebook.com/47908701568;5436;3112;1690;300;0;0;0;0%;0;0;0;0;60;38;114;31;79;12;3446;1,48%;14;0;26187;13;0%;25122;7;0%;Enhedslisten;https://www,facebook,com/47908701568;Politiker;Mand;Side;MF'ere;;;20220415;202204;388;121;21;0;6;4;246;Rød blok
Enhedslisten;enhedslisten;https://www.facebook.com/223040066022;13600;7983;3610;589;4804;2178;6982;69%;0;0;0;0;539;41;504;50;215;69;9401;0,70%;21;1;92750;-63;-0,07%;92642;-73;-0,08%;Enhedslisten;https://www,facebook,com/223040066022;Partiside;Partiside;Side;Nationalt parti;;;20220415;202204;648;172;28;4804;10;26;448;Rød blok
Peder Hvelplund;;https://www.facebook.com/107053411258805;1110;847;161;74;0;0;0;0%;0;0;0;0;14;0;2;0;4;8;875;3,17%;7;0;4993;4;0%;5750;3;0%;Enhedslisten;https://www,facebook,com/107053411258805;Politiker;Mand;Side;MF'ere;;;20220415;202204;159;23;11;0;1;2;125;Rød blok
Rosa Lund;RosaLund.dk;https://www.facebook.com/195621950482248;7763;4372;2136;213;0;0;0;0%;0;0;0;0;532;12;77;157;166;98;5414;4,19%;11;0;16823;21;0%;17831;20;0%;Enhedslisten;https://www,facebook,com/195621950482248;Politiker;Kvinde;Side;MF'ere;;;20220415;202204;706;194;19;0;15;48;492;Rød blok
Rasmus Vestergaard Madsen;Rasmusvestergaardmadsen;https://www.facebook.com/196270790402710;611;476;42;38;0;0;0;0%;0;0;0;0;45;0;1;1;1;7;531;4,31%;4;0;3523;-1;-0,03%;3577;2;0%;Enhedslisten;https://www,facebook,com/196270790402710;Politiker;Mand;Side;MF'ere;;;20220415;202204;153;11;10;0;0;11;133;Rød blok
Eva Flyvholm;eva.flyvholm.enhedslisten;https://www.facebook.com/261448183993841;56;40;7;2;0;0;0;0%;0;0;0;0;7;0;0;0;0;0;47;1,15%;1;0;4855;10;0%;4974;9;0%;Enhedslisten;https://www,facebook,com/261448183993841;Politiker;Kvinde;Side;MF'ere;;;20220415;202204;56;7;2;0;0;7;47;Rød blok
Mai Villadsen;Mai.Villadsen.Enhedslisten;https://www.facebook.com/285722315449568;15154;9645;2720;887;0;0;0;0%;0;0;0;0;1015;47;611;28;121;80;11547;4,77%;17;1;18707;49;0,26%;20238;48;0,24%;Enhedslisten;https://www,facebook,com/285722315449568;Politiker;Kvinde;Side;MF'ere;Partileder;;20220415;202204;891;160;52;0;7;60;679;Rød blok
