Page ID,Page Name,Disclaimer,Parti,Link,Politiker eller Partiside,Køn,Profil eller side,Kategori,Partileder,FTV kandidat
,Gyda Heding,Gyda Heding,Enhedslisten,https://www.facebook.com/gyda.heding,Politiker,Kvinde,Profil,,,FTV kandidat
,Maria Sofie Petersen,Maria Sofie Petersen,Enhedslisten,https://www.facebook.com/maria.s.petersen.94,Politiker,Kvinde,Profil,,,FTV kandidat
108796484770756,Katrine Vinther Nielsen,Katrine Vinther Nielsen,Enhedslisten,https://www.facebook.com/108796484770756,Politiker,Kvinde,Side,,,
,Stine Finné Toft,Stine Finné Toft,Enhedslisten,https://www.facebook.com/stine.toft.p,Politiker,Kvinde,Profil,,,FTV kandidat
109534497880451,Signe Haahr Lindegaard,Signe Haahr Lindegaard,Enhedslisten,https://www.facebook.com/109534497880451,Politiker,Kvinde,Side,,,
195621950482248,Rosa Lund,Enhedslisten,Enhedslisten,https://www.facebook.com/195621950482248,Politiker,Kvinde,Side,MF'ere,,
207055156752874,Øjvind Vilsholm,Øjvind Vilsholm,Enhedslisten,https://www.facebook.com/207055156752874,Politiker,Mand,Side,,,FTV kandidat
106876256181470,Enhedslisten Thy,,Enhedslisten,https://www.facebook.com/106876256181470,Partiside,Partiside,Side,,,
133866906707981,Enhedslisten Gentofte,,Enhedslisten,https://www.facebook.com/133866906707981,Partiside,Partiside,Side,,,
145686458855735,Enhedslisten Østerbro,,Enhedslisten,https://www.facebook.com/145686458855735,Partiside,Partiside,Side,,,
149011571929038,Enhedslisten Hvidovre,,Enhedslisten,https://www.facebook.com/149011571929038,Partiside,Partiside,Side,,,
150195431741094,Enhedslisten Gribskov,,Enhedslisten,https://www.facebook.com/150195431741094,Partiside,Partiside,Side,,,
897614803623718,Sarah Glerup,Sarah Glerup,Enhedslisten,https://www.facebook.com/897614803623718,Politiker,Kvinde,Side,,,
155232587982906,Enhedslisten Østfyn,,Enhedslisten,https://www.facebook.com/155232587982906,Partiside,Partiside,Side,,,
164734910340622,Enhedslisten Glostrup,,Enhedslisten,https://www.facebook.com/164734910340622,Partiside,Partiside,Side,,,
169164456998548,Enhedslisten Favrskov,,Enhedslisten,https://www.facebook.com/169164456998548,Partiside,Partiside,Side,,,
174631245999125,Enhedslisten Morsø,,Enhedslisten,https://www.facebook.com/174631245999125,Partiside,Partiside,Side,,,
174676786057099,Enhedslisten Middelfart,,Enhedslisten,https://www.facebook.com/174676786057099,Partiside,Partiside,Side,,,
110069572803000,Sabrina Louise Christiansen - Enhedslisten,Sabrina Louise Christiansen - Enhedslisten,Enhedslisten,https://www.facebook.com/110069572803000,Politiker,Kvinde,Side,,,FTV kandidat
195646520603188,Enhedslisten Århus Vest,,Enhedslisten,https://www.facebook.com/195646520603188,Partiside,Partiside,Side,,,
208287649206373,Enhedslisten - Faaborg-Midtfyn,,Enhedslisten,https://www.facebook.com/208287649206373,Partiside,Partiside,Side,,,
120358338059856,Per Clausen,Per Clausen,Enhedslisten,https://www.facebook.com/120358338059856,Politiker,Mand,Side,,,
231288407031477,Vores Ø - Enhedslisten Amager,,Enhedslisten,https://www.facebook.com/231288407031477,Partiside,Partiside,Side,,,
245427962171973,Enhedslisten Ydre Nørrebro,,Enhedslisten,https://www.facebook.com/245427962171973,Partiside,Partiside,Side,,,
245844092182498,Enhedslisten Rudersdal,,Enhedslisten,https://www.facebook.com/245844092182498,Partiside,Partiside,Side,,,
265372730309968,Enhedslisten Greve/Solrød,,Enhedslisten,https://www.facebook.com/265372730309968,Partiside,Partiside,Side,,,
267985460219048,Enhedslisten i Næstved Kommune,,Enhedslisten,https://www.facebook.com/267985460219048,Partiside,Partiside,Side,,,
283150525514181,Enhedslisten Horsens,,Enhedslisten,https://www.facebook.com/283150525514181,Partiside,Partiside,Side,,,
621284821222230,Nadia Bruun Thurø - Enhedslisten Faxe,Nadia Bruun Thurø - Enhedslisten Faxe,Enhedslisten,https://www.facebook.com/621284821222230,Politiker,Kvinde,Side,,,
293074997478303,Enhedslisten Ringkøbing-Skjern,,Enhedslisten,https://www.facebook.com/293074997478303,Partiside,Partiside,Side,,,
295311750952711,Enhedslisten Horsens,,Enhedslisten,https://www.facebook.com/295311750952711,Partiside,Partiside,Side,,,
297953957063086,Enhedslisten Brønshøj-Husum,,Enhedslisten,https://www.facebook.com/297953957063086,Partiside,Partiside,Side,,,
1022870231177927,Mikkel Hedegreen - Enhedslisten-Brøndby,Mikkel Hedegreen - Enhedslisten-Brøndby,Enhedslisten,https://www.facebook.com/1022870231177927,Politiker,Mand,Side,,,
360906044342061,Enhedslisten Slagelse,,Enhedslisten,https://www.facebook.com/360906044342061,Partiside,Partiside,Side,,,
372117812921777,Enhedslisten Kalundborg,,Enhedslisten,https://www.facebook.com/372117812921777,Partiside,Partiside,Side,,,
408798822810640,Kommunalvalg 2017. Enhedslisten Holstebro.,,Enhedslisten,https://www.facebook.com/408798822810640,Partiside,Partiside,Side,,,
420759994697365,Enhedslisten Ærø - rødt/grønt Ærø,,Enhedslisten,https://www.facebook.com/420759994697365,Partiside,Partiside,Side,,,
422204464558392,Enhedslisten Sorø,,Enhedslisten,https://www.facebook.com/422204464558392,Partiside,Partiside,Side,,,
432442863511286,Enhedslisten Tønder,,Enhedslisten,https://www.facebook.com/432442863511286,Partiside,Partiside,Side,,,
441425512636767,Enhedslisten i Holbæk Kommune,,Enhedslisten,https://www.facebook.com/441425512636767,Partiside,Partiside,Side,,,
150376518347020,Malte Bang - Folketingskandidat for Enhedslisten,Malte Bang - Folketingskandidat for Enhedslisten,Enhedslisten,https://www.facebook.com/150376518347020,Politiker,Mand,Side,,,
486137054784694,Enhedslisten Skanderborg,,Enhedslisten,https://www.facebook.com/486137054784694,Partiside,Partiside,Side,,,
491113514260321,Enhedslisten Ishøj,,Enhedslisten,https://www.facebook.com/491113514260321,Partiside,Partiside,Side,,,
448899691891792,"Malene Rye, Byrådsmedlem i Assens for Enhedslisten 2014-2018","Malene Rye, Byrådsmedlem i Assens for Enhedslisten 2014-2018",Enhedslisten,https://www.facebook.com/448899691891792,Politiker,Kvinde,Side,,,
548212641914809,Enhedslisten Rødovre,,Enhedslisten,https://www.facebook.com/548212641914809,Partiside,Partiside,Side,,,
560551397313586,Lene Fruelund - byrådsmedlem for Enhedslisten Silkeborg,Lene Fruelund - byrådsmedlem for Enhedslisten Silkeborg,Enhedslisten,https://www.facebook.com/560551397313586,Politiker,Kvinde,Side,,,
575058045889784,Enhedslisten i Faxe,,Enhedslisten,https://www.facebook.com/575058045889784,Partiside,Partiside,Side,,,
1794722474153067,Lars Mogensen - Enhedslisten,Lars Mogensen - Enhedslisten,Enhedslisten,https://www.facebook.com/1794722474153067,Politiker,Mand,Side,,,
605376322854319,Enhedslisten i byrådet i Odsherred,,Enhedslisten,https://www.facebook.com/605376322854319,Partiside,Partiside,Side,,,
631444546878664,Enhedslisten-Halsnæs,,Enhedslisten,https://www.facebook.com/631444546878664,Partiside,Partiside,Side,,,
642432392630628,Enhedslisten Langeland og Strynø,,Enhedslisten,https://www.facebook.com/642432392630628,Partiside,Partiside,Side,,,
680283932000099,Enhedslisten Aabenraa,,Enhedslisten,https://www.facebook.com/680283932000099,Partiside,Partiside,Side,,,
803836619779578,Enhedslisten Nyborg,,Enhedslisten,https://www.facebook.com/803836619779578,Partiside,Partiside,Side,,,
884470205034286,Enhedslisten Kerteminde,,Enhedslisten,https://www.facebook.com/884470205034286,Partiside,Partiside,Side,,,
175995149235548,Henrik Qvist,Henrik Qvist,Enhedslisten,https://www.facebook.com/175995149235548,Politiker,Mand,Side,,,
930786353652239,Enhedslisten Frederikssund,,Enhedslisten,https://www.facebook.com/930786353652239,Partiside,Partiside,Side,,,
1457062201271700,Helge Bo Jensen,Helge Bo Jensen,Enhedslisten,https://www.facebook.com/1457062201271700,Politiker,Mand,Side,,,FTV kandidat
216840315151144,Heidi Steenberg Rud - Enhedslisten,Heidi Steenberg Rud - Enhedslisten,Enhedslisten,https://www.facebook.com/216840315151144,Politiker,Kvinde,Side,,,
603481559702255,Frede Kloch Sørensen,Frede Kloch Sørensen,Enhedslisten,https://www.facebook.com/603481559702255,Politiker,Mand,Side,,,
1056208314393161,Enhedslisten i Viborg,,Enhedslisten,https://www.facebook.com/1056208314393161,Partiside,Partiside,Side,,,
129620237119750,Frank Aaen,Frank Aaen,Enhedslisten,https://www.facebook.com/129620237119750,Politiker,Mand,Side,,,
130168790517043,Finn Sørensen,Finn Sørensen,Enhedslisten,https://www.facebook.com/130168790517043,Politiker,Mand,Side,,,
1301209183262107,Frida Valbjørn Christensen - Enhedslisten Randers,Frida Valbjørn Christensen - Enhedslisten Randers,Enhedslisten,https://www.facebook.com/1301209183262107,Politiker,Kvinde,Side,,,
1389899114583901,Enhedslisten Lejre,,Enhedslisten,https://www.facebook.com/1389899114583901,Partiside,Partiside,Side,,,
1458236241063533,Emma Katrine Lyng Svensson,Emma Katrine Lyng Svensson,Enhedslisten,https://www.facebook.com/1458236241063533,Politiker,Kvinde,Side,,,
1358222590915122,"Claus Højsgaard Kandidat, Enhedslisten KV 17 Tønder","Claus Højsgaard Kandidat, Enhedslisten KV 17 Tønder",Enhedslisten,https://www.facebook.com/1358222590915122,Politiker,Mand,Side,,,
1510628422489145,Enhedslisten Ringsted,,Enhedslisten,https://www.facebook.com/1510628422489145,Partiside,Partiside,Side,,,
1534123680250217,Enhedslisten-Vesterbro,,Enhedslisten,https://www.facebook.com/1534123680250217,Partiside,Partiside,Side,,,
1613331675599969,Enhedslisten Århus Øst,,Enhedslisten,https://www.facebook.com/1613331675599969,Partiside,Partiside,Side,,,
920392628013629,Rune Lund,Rune Lund,Enhedslisten,https://www.facebook.com/920392628013629,Politiker,Mand,Side,MF'ere,,
947582238609972,Søren Egge Rasmussen,Søren Egge Rasmussen,Enhedslisten,https://www.facebook.com/947582238609972,Politiker,Mand,Side,MF'ere,,FTV kandidat
137714939618757,Vibeke Syppli Enrum - Kandidat for Enhedslisten,Vibeke Syppli Enrum - Kandidat for Enhedslisten,Enhedslisten,https://www.facebook.com/137714939618757,Politiker,Kvinde,Side,,,FTV kandidat
293008024523619,Ulf Harbo Enhedslisten Norddjurs,Ulf Harbo Enhedslisten Norddjurs,Enhedslisten,https://www.facebook.com/293008024523619,Politiker,Mand,Side,,,
172852381652,Enhedslisten - Horsens/Hedensted.,,Enhedslisten,https://www.facebook.com/172852381652,Partiside,Partiside,Side,,,
365992472238,Enhedslisten Nordvest,,Enhedslisten,https://www.facebook.com/365992472238,Partiside,Partiside,Side,,,
248250258957287,Toke Solvind -  Enhedslisten Ballerup,Toke Solvind -  Enhedslisten Ballerup,Enhedslisten,https://www.facebook.com/248250258957287,Politiker,Mand,Side,,,
115153942355145,Kommunalvalg 2017. Enhedslisten Struer.,,Enhedslisten,https://www.facebook.com/115153942355145,Partiside,Partiside,Side,,,
178127392234168,Stine Brix,Stine Brix,Enhedslisten,https://www.facebook.com/178127392234168,Politiker,Kvinde,Side,,,
153594744847452,Ingelise Hansen-Byrådskandidat for Enhedslisten i Vejle,Ingelise Hansen-Byrådskandidat for Enhedslisten i Vejle,Enhedslisten,https://www.facebook.com/153594744847452,Politiker,Kvinde,Side,,,
162788300598203,Enhedslisten Lyngby,,Enhedslisten,https://www.facebook.com/162788300598203,Partiside,Partiside,Side,,,
167596683390680,Enhedslisten Billund,,Enhedslisten,https://www.facebook.com/167596683390680,Partiside,Partiside,Side,,,
1410039112385205,Reza Javid - Politisk side,Reza Javid - Politisk side,Enhedslisten,https://www.facebook.com/1410039112385205,Politiker,Mand,Side,,,FTV kandidat
217323654956401,Enhedslisten i Favrskov,,Enhedslisten,https://www.facebook.com/217323654956401,Partiside,Partiside,Side,,,
249560058755050,Enhedslisten Skive,,Enhedslisten,https://www.facebook.com/249560058755050,Partiside,Partiside,Side,,,
280128768754254,Enhedslisten Silkeborg,,Enhedslisten,https://www.facebook.com/280128768754254,Partiside,Partiside,Side,,,
351227435278820,Enhedslisten Vejen,,Enhedslisten,https://www.facebook.com/351227435278820,Partiside,Partiside,Side,,,
1057960354217563,Miguel J. Valentine,Miguel J. Valentine,Enhedslisten,https://www.facebook.com/1057960354217563,Politiker,Mand,Side,,,
218741991507718,"Mette Hedegaard, Enhedslisten","Mette Hedegaard, Enhedslisten",Enhedslisten,https://www.facebook.com/218741991507718,Politiker,Kvinde,Side,,,
405436362887484,Enhedslisten Valby,,Enhedslisten,https://www.facebook.com/405436362887484,Partiside,Partiside,Side,,,
492112907524805,Enhedslisten i Allerød,,Enhedslisten,https://www.facebook.com/492112907524805,Partiside,Partiside,Side,,,
503066549841893,Enhedslisten Jammerbugten,,Enhedslisten,https://www.facebook.com/503066549841893,Partiside,Partiside,Side,,,
515643175119243,Enhedslisten Sydhavnen,,Enhedslisten,https://www.facebook.com/515643175119243,Partiside,Partiside,Side,,,
628414820619877,"Maja Albrechtsen, Folketingskandidat for Enhedslisten","Maja Albrechtsen, Folketingskandidat for Enhedslisten",Enhedslisten,https://www.facebook.com/628414820619877,Politiker,Kvinde,Side,,,
1621244851241427,Lykke Dahlén - Enhedslisten Silkeborg,Lykke Dahlén - Enhedslisten Silkeborg,Enhedslisten,https://www.facebook.com/1621244851241427,Politiker,Kvinde,Side,,,
689789987770464,Lea Kielsholm,Lea Kielsholm,Enhedslisten,https://www.facebook.com/689789987770464,Politiker,Kvinde,Side,,,
571517739624614,Kent Weiss Holst,Kent Weiss Holst,Enhedslisten,https://www.facebook.com/571517739624614,Politiker,Mand,Side,,,
619735694800070,Enhedslisten Lolland,,Enhedslisten,https://www.facebook.com/619735694800070,Partiside,Partiside,Side,,,
8105654079,Jesper Kiel - Enhedslisten,Jesper Kiel - Enhedslisten,Enhedslisten,https://www.facebook.com/8105654079,Politiker,Mand,Side,,,
644720655573155,Enhedslisten Syddjurs,,Enhedslisten,https://www.facebook.com/644720655573155,Partiside,Partiside,Side,,,
372397026265687,"Jens Wenzel Andreasen, Enhedslisten","Jens Wenzel Andreasen, Enhedslisten",Enhedslisten,https://www.facebook.com/372397026265687,Politiker,Mand,Side,,,
706465526049440,Enhedslisten Nordfyn,,Enhedslisten,https://www.facebook.com/706465526049440,Partiside,Partiside,Side,,,
711902208884399,Enhedslisten Varde,,Enhedslisten,https://www.facebook.com/711902208884399,Partiside,Partiside,Side,,,
1609846685753629,Jacob Abildgaard Enhedslisten Skive,Jacob Abildgaard Enhedslisten Skive,Enhedslisten,https://www.facebook.com/1609846685753629,Politiker,Mand,Side,,,
940393056032722,Enhedslisten Norddjurs,,Enhedslisten,https://www.facebook.com/940393056032722,Partiside,Partiside,Side,,,
1046448642111994,Enhedslistens novemberfest holbæk,,Enhedslisten,https://www.facebook.com/1046448642111994,Partiside,Partiside,Side,,,
397778086977856,Enhedslisten Fredensborg/Hørsholm,,Enhedslisten,https://www.facebook.com/397778086977856,Partiside,Partiside,Side,,,
1577177605900868,Else Kayser,Else Kayser,Enhedslisten,https://www.facebook.com/1577177605900868,Politiker,Kvinde,Side,,,
1419546814925944,Enhedslisten Assens,,Enhedslisten,https://www.facebook.com/1419546814925944,Partiside,Partiside,Side,,,
1414869388593077,"Dennis Ørnfelt - Byrådskandidat, Enhedslisten Hedensted KV17","Dennis Ørnfelt - Byrådskandidat, Enhedslisten Hedensted KV17",Enhedslisten,https://www.facebook.com/1414869388593077,Politiker,Mand,Side,,,
1416187805353623,Bo Fink,Bo Fink,Enhedslisten,https://www.facebook.com/1416187805353623,Politiker,Mand,Side,,,
1964714807130660,Henrik Holmsted Pedersen-Kandidat for Enhedslisten Norddjurs,Henrik Holmsted Pedersen-Kandidat for Enhedslisten Norddjurs,Enhedslisten,https://www.facebook.com/1964714807130660,Politiker,Mand,Side,,,
47908701568,Søren Søndergaard,These ads ran without a disclaimer,Enhedslisten,https://www.facebook.com/47908701568,Politiker,Mand,Side,MF'ere,,FTV kandidat
1418375095047164,Stem Niels Møller Jessen og KD i By- og Regionsrådet,Stem Niels Møller Jessen og KD i By- og Regionsrådet,Frie Grønne,https://www.facebook.com/1418375095047164,Politiker,Mand,Side,,,
449144595224589,Victoria Velásquez,Risbjerg Velasquez Ninosca V,Enhedslisten,https://www.facebook.com/449144595224589,Politiker,Kvinde,Side,MF'ere,,FTV kandidat
354445861382746,Mathias M. Brosbøl,Mathias M. Brosbøl,Frie Grønne,https://www.facebook.com/354445861382746,Politiker,Mand,Side,,,
794180483997130,Jacob Rabjerg,Jacob Rabjerg,Frie Grønne,https://www.facebook.com/794180483997130,Politiker,Mand,Side,,,
100128239058377,Rebecca Plomin - Det konservative Folkeparti,Rebecca Plomin,Konservative,https://www.facebook.com/100128239058377,Politiker,Kvinde,Side,,,
100180851910249,Mathilde Kastbjerg,Emma-Maia Toft Jacobsen,Konservative,https://www.facebook.com/100180851910249,Politiker,Kvinde,Side,,,
100218515665962,"Christine Søjbjerg, Konservative Egedal",Christine Søjbjerg,Konservative,https://www.facebook.com/100218515665962,Politiker,Kvinde,Side,,,
100387002283487,Iben Busch - Konservative Bornholm,Iben Busch,Konservative,https://www.facebook.com/100387002283487,Politiker,Kvinde,Side,,,
100396725732136,"Mariane Nygaard Holm, Varde Konservative",Mariane Nygaard Holm,Konservative,https://www.facebook.com/100396725732136,Politiker,Kvinde,Side,,,
100457068960341,"Mette Laugesen - kandidat til KV21, Køge Kommune",Mette Laugesen,Konservative,https://www.facebook.com/100457068960341,Politiker,Kvinde,Side,,,
100535571937839,Sanne Ørskov Rishøj - Det Konservative Folkeparti,Sanne Rishøj,Konservative,https://www.facebook.com/100535571937839,Politiker,Kvinde,Side,,,
100627542282483,Pia Viltoft Wamberg,Pia Henriette Viltoft Wamberg,Konservative,https://www.facebook.com/100627542282483,Politiker,Kvinde,Side,,,
100727045492179,Helene Fagerhøj,Konservativ Ungdom,Konservative,https://www.facebook.com/100727045492179,Politiker,Kvinde,Side,,,
101028235491379,Malene Sandfeld KV21 Frederiksberg,Malene R Sandfeld,Konservative,https://www.facebook.com/101028235491379,Politiker,Kvinde,Side,,,
101221792114801,Else Marie Thorgaard - Frederiksberg og Region H.,Else Marie Lautrup Thorgaard,Konservative,https://www.facebook.com/101221792114801,Politiker,Kvinde,Side,,,
101305341933604,Tina Cartey Hansen,Tina Cartey Hansen,Konservative,https://www.facebook.com/101305341933604,Politiker,Kvinde,Side,,,
101349158655832,"Dorte Pannicke Christiansen, Byrådskandidat for De Konservative, Vejle",Dorte R. Pannicke Christiansen,Konservative,https://www.facebook.com/101349158655832,Politiker,Kvinde,Side,,,
101463938649027,Annette Schulz Jensen,Annette Schulz Jensen,Konservative,https://www.facebook.com/101463938649027,Politiker,Kvinde,Side,,,
101551975334994,Golriz Kjeldgaard Ghozati,Aarhus Konservative Vælgerforening,Konservative,https://www.facebook.com/101551975334994,Politiker,Kvinde,Side,,,
102293605590002,Malene Jauer til Sorø Kommunalbestyrelse KV21,Malene Munkebo Jauer,Konservative,https://www.facebook.com/102293605590002,Politiker,Kvinde,Side,,,
102789288573274,Julie Quass - Rudersdal,Det Konservative Folkeparti i Rudersdal,Konservative,https://www.facebook.com/102789288573274,Politiker,Kvinde,Side,,,
102984265467998,Rikke Beider - Konservativ byrådskandidat i Odense,Rikke Beider,Konservative,https://www.facebook.com/102984265467998,Politiker,Kvinde,Side,,,
103014815448891,Anna Arnecke,Anna Katharina Arnecke,Konservative,https://www.facebook.com/103014815448891,Politiker,Kvinde,Side,,,
103117295079328,Malena i Viborg byråd,Det konservative folkeparti,Konservative,https://www.facebook.com/103117295079328,Politiker,Kvinde,Side,,,
103486452150987,Christina Wex #8 Liste C Gentofte,Christina Benedicte Wex,Konservative,https://www.facebook.com/103486452150987,Politiker,Kvinde,Side,,,
103685505367697,Bettina Løgager - konservativ byrådskandidat,Bettina Løgager,Konservative,https://www.facebook.com/103685505367697,Politiker,Kvinde,Side,,,
103833175171723,"Heidi Boss Nyby, Konservativ Byrådskandidat, Fredensborg Kommune",Heidi Nyby,Konservative,https://www.facebook.com/103833175171723,Politiker,Kvinde,Side,,,
103972841797872,"Birgitte Neergaard-Kofod, Konservative Egedal",Konservative,Konservative,https://www.facebook.com/103972841797872,Politiker,Kvinde,Side,,,
104353975123327,Natasja Bruun Knudsen - Byrådskandidat,Natasja Brjun Knudsen,Konservative,https://www.facebook.com/104353975123327,Politiker,Kvinde,Side,,,
104511744955994,Henriette Toftegaard - KV21,Henriette Toftegaard Jensen,Konservative,https://www.facebook.com/104511744955994,Politiker,Kvinde,Side,,,
104869228496845,Dianna Christina Pedersen,Dianna Christina Pedersen,Konservative,https://www.facebook.com/104869228496845,Politiker,Kvinde,Side,,,
105264451956470,Kirstine Kahr Kvorning -  kandidat ved KV21 Syddjurs,Kirstine Kahr Kvorning,Konservative,https://www.facebook.com/105264451956470,Politiker,Kvinde,Side,,,
105704388502397,Marianne Bugge Zederkof,Marianne Bugge Zederkof,Konservative,https://www.facebook.com/105704388502397,Politiker,Kvinde,Side,,,
105719061531720,Juliane Overgaard - kandidat til KV21 for Det Konservative Folkeparti,Juliane Overgaard,Konservative,https://www.facebook.com/105719061531720,Politiker,Kvinde,Side,,,
105924751367884,Mette Nørtoft - Byrådskandidat for Det Konservative Folkeparti,Mette Nørtoft,Konservative,https://www.facebook.com/105924751367884,Politiker,Kvinde,Side,,,
106055371707100,Janni Høybye,Janni Høybye,Konservative,https://www.facebook.com/106055371707100,Politiker,Kvinde,Side,,,
106111554643017,Kryds Kitty KV21 og RV21,Kitty Smedsgaard Gamkinn,Konservative,https://www.facebook.com/106111554643017,Politiker,Kvinde,Side,,,
106211034897591,Kirsten Holmgaard  - Det Konservative Folkeparti,Kirsten Holmgaard,Konservative,https://www.facebook.com/106211034897591,Politiker,Kvinde,Side,,,
106296524662999,Celine Lind Jakobsen - Det Konservative Folkeparti,Celine Lind Jakobsen,Konservative,https://www.facebook.com/106296524662999,Politiker,Kvinde,Side,,,
106678798277080,Lotte Petersen - Konservative i Aarhus,Aarhus Konservative Vælgerforening,Konservative,https://www.facebook.com/106678798277080,Politiker,Kvinde,Side,,,
106886008104919,Benedikte Kiær,Benedikte Kiær,Konservative,https://www.facebook.com/106886008104919,Politiker,Kvinde,Side,,,
107005958420184,Malene Brandt,"Byrådskandidat, Malene Brandt",Konservative,https://www.facebook.com/107005958420184,Politiker,Kvinde,Side,,,
107014871726535,Trine Roungkvist i Silkeborg Byråd,Trine Trærup Olsen,Konservative,https://www.facebook.com/107014871726535,Politiker,Kvinde,Side,,,FTV kandidat
107019041565904,Siff Tang Lassen - C,Siff Tang Lassen,Konservative,https://www.facebook.com/107019041565904,Politiker,Kvinde,Side,,,
107217908194170,Purnima Erichsen,Aarhus Konservative Vælgerforening,Konservative,https://www.facebook.com/107217908194170,Politiker,Kvinde,Side,,,
1075463519152229,"Tina Graugaard, Konservative",Tina Graugaard,Konservative,https://www.facebook.com/1075463519152229,Politiker,Kvinde,Side,,,
107574994874992,Helle Jønch - KV21 Det Konservative Folkeparti,Helle Jønch,Konservative,https://www.facebook.com/107574994874992,Politiker,Kvinde,Side,,,FTV kandidat
108411634385852,Heidi Printzen,Aarhus Konservative Vælgerforening,Konservative,https://www.facebook.com/108411634385852,Politiker,Kvinde,Side,,,
109698284495671,Lise Bertelsen i Viborg Byråd,Gitte Lund,Konservative,https://www.facebook.com/109698284495671,Politiker,Kvinde,Side,,,FTV kandidat
110501737893644,Byrådskandidat Nadia Taalab - Hjørring Kommune,Nadia Taalab,Konservative,https://www.facebook.com/110501737893644,Politiker,Kvinde,Side,,,
110556190775230,Vicky Linnet Rahbek Andersen KV21,Vicky Linnet,Konservative,https://www.facebook.com/110556190775230,Politiker,Kvinde,Side,,,
111393234113112,Ann Sofie Orth - Rudersdal,Ann Sofie Orth,Konservative,https://www.facebook.com/111393234113112,Politiker,Kvinde,Side,,,
112395027350344,Christina Simonia,Byrådskandidat Christina Simonia,Konservative,https://www.facebook.com/112395027350344,Politiker,Kvinde,Side,,,
113621110769015,Isabella Kure - Byrådskandidat i Vejle for Det Konservative Folkeparti,Isabella Berg Kure,Konservative,https://www.facebook.com/113621110769015,Politiker,Kvinde,Side,,,
131505154086548,Gitte Bach Andersen,Gitte Andersen,Konservative,https://www.facebook.com/131505154086548,Politiker,Kvinde,Side,,,
1428729747208113,Helle Sjelle,Helle Sjelle,Konservative,https://www.facebook.com/1428729747208113,Politiker,Kvinde,Side,,,
1449800705083344,Maj Allin Thorup,Maj Thorup,Konservative,https://www.facebook.com/1449800705083344,Politiker,Kvinde,Side,,,
1452788951437866,Merete Winther Hildebrandt - lokalpolitiker Frederiksberg,Merete Hildebrandt,Konservative,https://www.facebook.com/1452788951437866,Politiker,Kvinde,Side,,,
149343539775,Konservative i Lyngby-Taarbæk,Johnny Winther,Konservative,https://www.facebook.com/149343539775,Politiker,Kvinde,Side,,,
150204581434,Britta Riis,Britta Johanna Riis,Konservative,https://www.facebook.com/150204581434,Politiker,Kvinde,Side,,,
161798761017183,Charlotte Libach,Johansen Charlotte Libach,Konservative,https://www.facebook.com/161798761017183,Politiker,Kvinde,Side,,,
163476518711020,Amalie Thomsen - Det Konservative Folkeparti,Amalie Bredmose Thomsen,Konservative,https://www.facebook.com/163476518711020,Politiker,Kvinde,Side,,,
1804625223121653,Alexandra Dessoy - Frederiksberg,Det konservative folkeparti,Konservative,https://www.facebook.com/1804625223121653,Politiker,Kvinde,Side,,,
1817924258521386,Tina-Mia Eriksen,Eriksen Tina Mia,Konservative,https://www.facebook.com/1817924258521386,Politiker,Kvinde,Side,,,
1870591643211987,Kirsten Larsen,Kirsten Larsen,Konservative,https://www.facebook.com/1870591643211987,Politiker,Kvinde,Side,,,
1963853947204511,Karen Schousboe - Konservativ,Karen Charlotte Schousboe,Konservative,https://www.facebook.com/1963853947204511,Politiker,Kvinde,Side,,,
212074372295512,Sofie Torpegaard i Sorø kommunalbestyrelse,Sofie Ullerup Torpegaard,Konservative,https://www.facebook.com/212074372295512,Politiker,Kvinde,Side,,,
221368818036876,Helle Bonnesen,Det Konservative Folkeparti,Konservative,https://www.facebook.com/221368818036876,Politiker,Kvinde,Side,,,FTV kandidat
229204364110014,Louise Lindhagen,Louise Lindhagen,Konservative,https://www.facebook.com/229204364110014,Politiker,Kvinde,Side,,,
314962322593667,Birgitte Bergman,Det Konservative Folkeparti,Konservative,https://www.facebook.com/314962322593667,Politiker,Kvinde,Side,MF'ere,,FTV kandidat
238299048112063,Renata Frolova,RENATA FROLOVA-HAMMER,Konservative,https://www.facebook.com/238299048112063,Politiker,Kvinde,Side,,,
262868500820455,Dina Raabjerg - Folketingskandidat,Myrup Dina Hoff,Konservative,https://www.facebook.com/262868500820455,Politiker,Kvinde,Side,,,FTV kandidat
302162666784060,May-Britt Andrea Andersen,May-Britt Andrea Andersen,Konservative,https://www.facebook.com/302162666784060,Politiker,Kvinde,Side,,,
229347797233832,Brigitte Klintskov Jerkel,Jerkel Brigitte Klintskov,Konservative,https://www.facebook.com/229347797233832,Politiker,Kvinde,Side,MF'ere,,FTV kandidat
358828094665364,Mia Tang,Mia Tang,Konservative,https://www.facebook.com/358828094665364,Politiker,Kvinde,Side,,,FTV kandidat
367375086695878,Birgitte Schjerning Povlsen,Birgitte Schjerning Povlsen,Konservative,https://www.facebook.com/367375086695878,Politiker,Kvinde,Side,,,
458541747538957,Jeanette Ingemann - HTK Byråd,Jeanette Ingemann,Konservative,https://www.facebook.com/458541747538957,Politiker,Kvinde,Side,,,
473552299659212,Mette Nøhr,Mette Nøhr,Konservative,https://www.facebook.com/473552299659212,Politiker,Kvinde,Side,,,
483046111772388,Trine Egetved - Det Konservative Folkeparti i Gribskov,Trine Egetved,Konservative,https://www.facebook.com/483046111772388,Politiker,Kvinde,Side,,,
