ID,Side navn,Disclaimer,Brugt i alt,Annoncer i bibliotek,Parti,Partiside eller politiker,Blok,Køn,Profil eller side,Kategori,Partileder,FTV kandidat
106678798277080,Lotte Friis Böing,Lotte Simone Emilie Friis Böing,88826,42,Konservative,Politiker,Blå blok,Kvinde,Side,,,
106886008104919,Benedikte Kiær,Benedikte Kiær,160,3,Konservative,Politiker,Blå blok,Kvinde,Side,,,
107014871726535,Trine Trærup Roungkvist,Trine Trærup Olsen,500,9,Konservative,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
107019041565904,Siff Tang Lassen - C,Det Konservative Folkeparti,3929,18,Konservative,Politiker,Blå blok,Kvinde,Side,,,
107019041565904,Siff Tang Lassen - C,Siff Tang Lassen,729,3,Konservative,Politiker,Blå blok,Kvinde,Side,,,
107574994874992,Helle Jønch,Helle Jønch,7436,17,Konservative,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
107672845296151,Folketingskandidat Kristian Damsgaard,Kristian Damsgaard,3546,14,Konservative,Politiker,Blå blok,Mand,Side,,,FTV kandidat
107692821813540,Michael Norup -  Konservativ Folketingskandidat,Michael Norup,27140,70,Konservative,Politiker,Blå blok,Mand,Side,,,
108411634385852,Heidi Printzen,Aarhus Konservative Vælgerforening,33122,45,Konservative,Politiker,Blå blok,Kvinde,Side,,,
108411634385852,Heidi Printzen,Heidi Printzen Christensen,3280,11,Konservative,Politiker,Blå blok,Kvinde,Side,,,
108919648089588,"Per Ørum - Byrådsmedlem og Gruppeformand, Konservative i Herning Kommune",Per Ørum Jørgensen,400,2,Konservative,Politiker,Blå blok,Mand,Side,,,
109698284495671,"Lise Bertelsen, politiker",Lise Bertelsen,7254,81,Konservative,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
109809464791561,Claus Dyremose - Det Konservative Folkeparti,Claus Dyremose,1200,6,Konservative,Politiker,Blå blok,Mand,Side,,,FTV kandidat
109935270614404,Allan Tirsgaard,Allan Tirsgaard Larsen,203,1,Konservative,Politiker,Blå blok,Mand,Side,,,
110194595113031,Rasmus Sandvej - Det Konservative Folkeparti,Rasmus Krabbe Sandvej,4661,26,Konservative,Politiker,Blå blok,Mand,Side,,,FTV kandidat
111356103731050,Tommy Rachlitz Nielsen - Det Konservative Folkeparti,Tommy Rachlitz Nielsen - Det Konservativ Folkeparti,500,1,Konservative,Politiker,Blå blok,Mand,Side,,,
111474633945760,Anders Storgaard,Anders Engelbrecht Storgaard,306,2,Konservative,Politiker,Blå blok,Mand,Side,,,
111849654594604,Tobias Bennedsen,Tobias Weisenberg Bennedsen,1962,8,Konservative,Politiker,Blå blok,Mand,Side,,,
112592331447479,Camillo Krog - Det Konservative Folkeparti,Camillo Thomas Krog,9772,33,Konservative,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
112633193819589,Nicolaj Aarøe,Nicolaj Fast Aarøe,1124,3,Konservative,Politiker,Blå blok,Mand,Side,,,
119769598101853,Konservativ Ungdom,Konservativ Ungdom,31540,45,Konservative,Partiside,Blå blok,Partiside,Side,,,
129802704387687,Per Larsen,Larsen Per,5624,7,Konservative,Politiker,Blå blok,Mand,Side,MF'ere,,FTV kandidat
131505154086548,Gitte Bach Andersen - politik,Gitte Andersen,167,3,Konservative,Politiker,Blå blok,Kvinde,Side,,,
138437593364872,Det Konservative Folkeparti i Varde Kommune,Hans Tosti Pedersen,1044,1,Konservative,Partiside,Blå blok,Partiside,Side,,,
147445529107267,Folketingskandidat Jesper Højmark Esbensen,Jesper Højmark Esbensen,4311,11,Konservative,Politiker,Blå blok,Mand,Side,,,FTV kandidat
153005544821843,Mads C. Andersen,Mads Andersen,42073,30,Konservative,Politiker,Blå blok,Mand,Side,,,FTV kandidat
161801967707312,Frederik Bloch Münster,Münster Frederik Bloch,45275,61,Konservative,Politiker,Blå blok,Mand,Side,,,FTV kandidat
162843287205735,Rasmus Jarlov,Rasmus Jarlov,24506,23,Konservative,Politiker,Blå blok,Mand,Side,MF'ere,,
162952140548832,Christoffer Buster Reinhardt,Reinhardt Christoffer Buster,98141,30,Konservative,Politiker,Blå blok,Mand,Side,,,FTV kandidat
176023815880541,Konservative i Thy,Molanders,13136,6,Konservative,Partiside,Blå blok,Partiside,Side,,,
177609692660255,Niels Flemming Hansen,Hansen Niels Flemming Schultz,52658,22,Konservative,Politiker,Blå blok,Mand,Side,MF'ere,,FTV kandidat
196889620497930,Kristian Guldfeldt,Guldfeldt Kristian Siemons,24250,15,Konservative,Politiker,Blå blok,Mand,Side,,,FTV kandidat
205255551517916,Joachim Hoffmann-Petersen,Joachim Torp Hoffmann-Petersen,13992,55,Konservative,Politiker,Blå blok,Mand,Side,,,
207100394675252,Steffen Peter Hansen,Steffen Peter Mackeith Borup Hansen,7992,5,Konservative,Politiker,Blå blok,Mand,Side,,,
213762135321831,Søren Vanting,Søren Vanting,2569,14,Konservative,Politiker,Blå blok,Mand,Side,,,FTV kandidat
220884988385840,Magnus Von Dreiager,Magnus Von Dreiager,15088,33,Konservative,Politiker,Blå blok,Mand,Side,,,FTV kandidat
221368818036876,Helle  Bonnesen,Det Konservative Folkeparti,27294,33,Konservative,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
229347797233832,Brigitte Klintskov Jerkel Politiker,Jerkel Brigitte Klintskov,58254,61,Konservative,Politiker,Blå blok,Kvinde,Side,MF'ere,,FTV kandidat
231609407194100,Isabella Arendt,Isabella Arendt Vlasman,26923,17,Konservative,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
238444083333468,Rasmus Elkjær Larsen - Politiker,Rasmus Elkjær Larsen,9627,12,Konservative,Politiker,Blå blok,Mand,Side,,,FTV kandidat
262868500820455,Dina Raabjerg,Bjarne Raabjerg,22607,27,Konservative,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
265403705309904,Mogens Birkelund - konservativ,Birkelund Mogens,24500,12,Konservative,Politiker,Blå blok,Mand,Side,,,
268579286974290,Lene Kjelgaard Jensen - Folketingskandidat Det Konservative Folkeparti,Det Konservative Folkeparti,13841,7,Konservative,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
268579286974290,Lene Kjelgaard Jensen - Folketingskandidat Det Konservative Folkeparti,Lene Brix Kjelgaard Jensen,2405,14,Konservative,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
271491613260426,Gang I Glostrup,Det Konservative Folkeparti i Glostrup,150,2,Konservative,Partiside,Blå blok,Partiside,Side,,,
274801571048099,Phillip Westh Weirup,Phillip Bruun Weirup,408,3,Konservative,Politiker,Blå blok,Mand,Side,,,
279118248817632,Det Konservative Folkeparti Halsnæs,Peter Nørris Dalsgaard,949,3,Konservative,Partiside,Blå blok,Partiside,Side,,,
279383622197240,Per Møller,Per Møller,1170,2,Konservative,Politiker,Blå blok,Mand,Side,,,
284544054997404,Konservative i Sorø Kommune,Konservative i Sorø Kommune,700,1,Konservative,Partiside,Blå blok,Partiside,Side,,,
291959844520896,Marcus Knuth,Marcus Knuth,161137,83,Konservative,Politiker,Blå blok,Mand,Side,MF'ere,,FTV kandidat
301279783370957,Steen Holm Iversen,Steen Holm Iversen,26974,16,Konservative,Politiker,Blå blok,Mand,Side,,,FTV kandidat
302162666784060,May-Britt Andrea Andersen,May-Britt Andrea Andersen,294,2,Konservative,Politiker,Blå blok,Kvinde,Side,,,
309867232515766,Mette Abildgaard,Mette Abildgaard,38326,36,Konservative,Politiker,Blå blok,Kvinde,Side,MF'ere,,FTV kandidat
310638582806533,Anders Krojgaard Lund,Anders Krojgaard Lund,3057,10,Konservative,Politiker,Blå blok,Mand,Side,,,FTV kandidat
314962322593667,Birgitte Bergman,Birgitte Bergman,56262,22,Konservative,Politiker,Blå blok,Kvinde,Side,MF'ere,,FTV kandidat
314962322593667,Birgitte Bergman,These ads ran without a disclaimer,1556,1,Konservative,Politiker,Blå blok,Kvinde,Side,MF'ere,,FTV kandidat
327826023928663,Rune Kristensen,Rune Kristensen,21836,28,Konservative,Politiker,Blå blok,Mand,Side,,,FTV kandidat
340621956038178,Henrik Sørensen - Det Konservative Folkeparti,Henrik Michael Borsholm Sørensen,24019,63,Konservative,Politiker,Blå blok,Mand,Side,,,
352886958450080,Martin Wood Pedersen - Folketingskandidat,Rikke Møller Nybråten,19656,49,Konservative,Politiker,Blå blok,Mand,Side,,,FTV kandidat
358828094665364,Mia Tang,Mia Tang,71088,104,Konservative,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
371163919965024,Andreas Karlsen,Karlsen Andreas Engelsborg,44839,60,Konservative,Politiker,Blå blok,Mand,Side,,,FTV kandidat
372384923138698,Nikolaj Frederiksen Det Konservative Folkeparti,Nikolaj Frederiksen,5927,10,Konservative,Politiker,Blå blok,Mand,Side,,,
397094903687472,Mai Mercado,Mai Mercado,51099,38,Konservative,Politiker,Blå blok,Kvinde,Side,MF'ere,,FTV kandidat
445247558994630,Konservative i Vejle,Mike Bregnhoved Storbank,2743,1,Konservative,Partiside,Blå blok,Partiside,Side,,,
460055244123143,Britt Bager,Bager Britt,90553,73,Konservative,Politiker,Blå blok,Kvinde,Side,MF'ere,,FTV kandidat
460055244123143,Britt Bager,These ads ran without a disclaimer,110,1,Konservative,Politiker,Blå blok,Kvinde,Side,MF'ere,,FTV kandidat
473552299659212,Mette Nøhr,Mette Nøhr,244,1,Konservative,Politiker,Blå blok,Kvinde,Side,,,
504310436316194,Laura Lindahl,Laura Lindahl,46424,57,Konservative,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
525176704212570,Per Urban Olsen,Per Urban Olsen,16756,16,Konservative,Politiker,Blå blok,Mand,Side,,,FTV kandidat
543020625784010,Simon Højer,Simon Moore Højer-Simonsen,850,6,Konservative,Politiker,Blå blok,Mand,Side,,,
566443056754736,Egil F. Hulgaard - Politik,Peter Hojmark Trasborg,38619,45,Konservative,Politiker,Blå blok,Mand,Side,MF'ere,,FTV kandidat
611046005621400,Signe Nøhr,Signe Nøhr Nielsen,1000,2,Konservative,Politiker,Blå blok,Kvinde,Side,,,
674034729594774,Nikolaj Bøgh,Nikolaj Bøgh,45524,61,Konservative,Politiker,Blå blok,Mand,Side,,,FTV kandidat
683682235062292,Jens-Henrik Kirk,Kirk Jens-Henrik,23895,33,Konservative,Politiker,Blå blok,Mand,Side,,,FTV kandidat
726053570758084,Roya Moore,Moore Roya,17590,19,Konservative,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
796255540533364,Hanne Bjørn,Benjamin Elberth,4000,6,Konservative,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
952334508116178,Søren Pape Poulsen,Søren Pape Poulsen,543569,67,Konservative,Politiker,Blå blok,Mand,Side,MF'ere,Partileder,FTV kandidat
1294169917367417,René Schneider,Rene Schneider,300,1,Konservative,Politiker,Blå blok,Mand,Side,,,
1386155778286762,Konservative Ringkøbing-Skjern,Lennart Hildebrand Qvist,10763,22,Konservative,Partiside,Blå blok,Partiside,Side,,,
1409459085932480,Konservative Ikast Brande,Peter Søgaard,714,4,Konservative,Partiside,Blå blok,Partiside,Side,,,
1443657599057803,Niels Martin Viuff,Niels Martin Viuff,59359,42,Konservative,Politiker,Blå blok,Mand,Side,,,FTV kandidat
1446377285612587,Henrik Dalgaard,Henrik Dalgaard Christensen,463,1,Konservative,Politiker,Blå blok,Mand,Side,,,
1477361382543402,Merete Scheelsbeck,Scheelsbeck Merete Elizabeth,44297,58,Konservative,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
1480537118852978,Michael Ziegler,Ziegler Michael,250,1,Konservative,Politiker,Blå blok,Mand,Side,,,
1515153445209007,Tina Hippe Hansen,Tina Hippe Hansen,372,3,Konservative,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
1541220236121470,Katarina Ammitzbøll,Katarina Ammitzboell,12316,34,Konservative,Politiker,Blå blok,Kvinde,Side,MF'ere,,FTV kandidat
1734122353548560,Carina Høedt,Carina Høedt,249,2,Konservative,Politiker,Blå blok,Kvinde,Side,,,
1804809396477200,Torben Wallner,Torben Wallner,249,1,Konservative,Politiker,Blå blok,Mand,Side,,,
1817924258521386,Tina-Mia Eriksen,Eriksen Tina Mia,452,2,Konservative,Politiker,Blå blok,Kvinde,Side,,,
1852431041663532,Peter Stakemann,Det Konservative Folkeparti,12056,29,Konservative,Politiker,Blå blok,Mand,Side,,,FTV kandidat
1895601153841380,Charlotte Green,Jens-Ole Hesel,22133,20,Konservative,Politiker,Blå blok,Kvinde,Side,,,
1952227698358463,"Jesper Tvilde, Konservativ byrådsmedlem i Fredensborg",Jesper Tvilde,800,1,Konservative,Politiker,Blå blok,Mand,Side,,,
1955595914671223,Sebastian Kaimson,Sebastian Joubert Kaimson,135,1,Konservative,Politiker,Blå blok,Mand,Side,,,
2079067062409423,Mona Juul,Juul Mona,122251,25,Konservative,Politiker,Blå blok,Kvinde,Side,MF'ere,,FTV kandidat
154892166283,Finn Andersen,Byrådspolitiker Finn Andersen,1306,1,Kristendemokraterne,Politiker,Blå blok,Mand,Side,,,FTV kandidat
100455314986095,KD Varde,Søren Pedersen,200,1,Kristendemokraterne,Partiside,Blå blok,Partiside,Side,,,
100956508785843,Karlo - politiker,KristenDemokraterne i Herning,1715,4,Kristendemokraterne,Politiker,Blå blok,Mand,Side,,,
101365852218726,Jacob Bang Politisk profil for KD,Jacob Bang,1597,5,Kristendemokraterne,Politiker,Blå blok,Mand,Side,,,FTV kandidat
102921128233450,KD - Aarhus Kommune,Frank Engdal,2999,9,Kristendemokraterne,Partiside,Blå blok,Partiside,Side,,,
103160762433020,Ester Esmarch KD,Ester Esmarch,3812,42,Kristendemokraterne,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
103922898992797,"Jørgen Bjerregaard - Folketingskandidat, Kristendemokraterne",Jørgen Bjerregaard,1638,7,Kristendemokraterne,Politiker,Blå blok,Mand,Side,,,FTV kandidat
104164435635812,Tina Mørk KD,Tina Mørk,2308,12,Kristendemokraterne,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
104665415387809,Michelle West Folketingskandidat,Michelle West,28083,32,Kristendemokraterne,Politiker,Blå blok,Kvinde,Side,,,
105379981699451,Jonas Røjkjær Laustsen - KD,KristenDemokraterne,8000,4,Kristendemokraterne,Politiker,Blå blok,Mand,Side,,,
106230431548468,Birgit Jakobsen,Birgit Jakobsen,5039,15,Kristendemokraterne,Politiker,Blå blok,Kvinde,Side,,,
110126118101226,KD Forsberg,Henrik Forsberg,2134,9,Kristendemokraterne,Politiker,Blå blok,Mand,Side,,,
111255031340945,Palle Bjørn Rosenkilde,Palle Bjørn Rosenkilde,572,4,Kristendemokraterne,Politiker,Blå blok,Mand,Side,,,FTV kandidat
116023864423098,Gert Dyrn KristenDemokraterne,Dyrn Gert,4279,8,Kristendemokraterne,Politiker,Blå blok,Mand,Side,,,FTV kandidat
180658048629404,Kristendemokraterne,Kristendemokraterne,60847,31,Kristendemokraterne,Partiside,Blå blok,Partiside,Side,Nationalt parti,,
204097578302129,Mirjam Fibiger Olesen - kandidat for KD,Mirjam Fibiger Olesen,5595,11,Kristendemokraterne,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
247534120499912,Jesper Housgaard - KD,Jesper Housgaard Petersen,7103,16,Kristendemokraterne,Politiker,Blå blok,Mand,Side,,,FTV kandidat
265160783513074,KD - KristenDemokraterne på Fyn,KD - KristenDemokraterne på Fyn,2798,17,Kristendemokraterne,Partiside,Blå blok,Partiside,Side,,,
431697850703771,Anne-Marie Jørgensen,Anne-Marie Mølbæk Jørgensen,1868,10,Kristendemokraterne,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
447464948706088,Kristendemokraterne i Region Nordjylland,Kristendemokraterne,818,5,Kristendemokraterne,Partiside,Blå blok,Partiside,Side,,,
461906303966227,Stig Grenov,Grenov Stig,177,1,Kristendemokraterne,Politiker,Blå blok,Mand,Side,,,
531302376960785,Jens Kr. Mølby Folketingskandidat for KD,Nielsen Jens Kristian Mølby,3140,6,Kristendemokraterne,Politiker,Blå blok,Mand,Side,,,FTV kandidat
576535605807318,Peter Scheining,Peter Scheining,1596,1,Kristendemokraterne,Politiker,Blå blok,Mand,Side,,,FTV kandidat
581466148711116,Henrik Hjortshøj - KristenDemokraterne,Henrik Hjortshøj,7921,24,Kristendemokraterne,Politiker,Blå blok,Mand,Side,,,FTV kandidat
1074613889386015,Søren Lydeking Pedersen - KD Kandidat,Søren Pedersen,2131,23,Kristendemokraterne,Politiker,Blå blok,Mand,Side,,,FTV kandidat
2229332167280623,"Marianne Karlsmose, KD-politiker",Kristendemokraterne,32509,12,Kristendemokraterne,Politiker,Blå blok,Kvinde,Side,,Partileder,FTV kandidat
107893513382,Liberal Alliances Ungdom,Liberal Alliances Ungdom,15519,1,Liberal Alliance,Partiside,Blå blok,Partiside,Side,,,
100114205665334,Thorbjørn Jacobsen,Thorbjorn Futtrup Jacobsen,900,3,Liberal Alliance,Politiker,Blå blok,Mand,Side,,,
100620235211199,Carl Andersen i Folketinget,Carl Andersen i Folketinget,9233,86,Liberal Alliance,Politiker,Blå blok,Mand,Side,,,
100785782446073,Simon Karim Helledie - Liberal Alliance,Simon Karim Helledie,19769,14,Liberal Alliance,Politiker,Blå blok,Mand,Side,,,FTV kandidat
101154192017858,Steffen Jespersen i Folketinget,Steffen Georg Jespersen,254,3,Liberal Alliance,Politiker,Blå blok,Mand,Side,,,
101500148837411,"Marcus Techow Danielsson - Venstre, Danmarks Liberale Parti",Marcus Techow Danielsson,7489,9,Liberal Alliance,Politiker,Blå blok,Mand,Side,,,
102063998456532,Alexander Ryle,Alexander Ryle,14046,82,Liberal Alliance,Politiker,Blå blok,Mand,Side,,,
102834855411467,Peter Loft Liberal Alliance,Peter Sam Loft,5151,11,Liberal Alliance,Politiker,Blå blok,Mand,Side,,,FTV kandidat
103276942425086,Lars Høyer Holmqvist - Folketingskandidat Liberal Alliance,Lars Hoyer Holmqvist,7329,60,Liberal Alliance,Politiker,Blå blok,Mand,Side,,,FTV kandidat
104731702087348,Katrine Daugaard - Liberal Alliance,Katrine Daugaard Christensen,4206,7,Liberal Alliance,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
104935758853057,Kim Alexander Jensen - Liberal Alliance,Kim Alexander Lykke Jensen,8077,29,Liberal Alliance,Politiker,Blå blok,Mand,Side,,,FTV kandidat
105260871940360,Carsten Andersen kandidat Liberal Alliance,Carsten Andersen,1081,5,Liberal Alliance,Politiker,Blå blok,Mand,Side,,,
105361865420519,Lisa Perkins - Liberal Alliance,Lisa Perkins - Liberal Alliance,2487,5,Liberal Alliance,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
105652505550626,Steffen W. Frølund,Steffen W. Frølund,41304,112,Liberal Alliance,Politiker,Blå blok,Mand,Side,,,FTV kandidat
106121348733143,Louise Brown i Folketinget,Louise Brown,850,2,Liberal Alliance,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
106952222676974,Liberal Alliance,Liberal Alliance,2575818,529,Liberal Alliance,Partiside,Blå blok,Partiside,Side,Nationalt parti,,
108398708651881,Dorthe Wildt Nielsen - Liberal Alliance,Dorthe Wildt Nielsen,350,6,Liberal Alliance,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
109373161554612,"Andreas Danielsen, Byrådskandidat for Liberal Alliance i Køge",Andreas Christian Danielsen,460,7,Liberal Alliance,Politiker,Blå blok,Mand,Side,,,FTV kandidat
110777013721056,"Lars-Christian Brask, Liberal Alliance",Brask Lars-Christian,35687,21,Liberal Alliance,Politiker,Blå blok,Mand,Side,,,
111543314804324,Martin Sibast Laugesen - Liberal Alliance,Martin Sibast Laugesen,6472,9,Liberal Alliance,Politiker,Blå blok,Mand,Side,,,
115776031920418,Liberal Alliance Roskilde,Liberal Alliance Roskilde & Lejre,500,1,Liberal Alliance,Partiside,Blå blok,Partiside,Side,,,
116053533164959,Michel Thrysøe,Michel Thrysøe,209,1,Liberal Alliance,Politiker,Blå blok,Mand,Side,,,FTV kandidat
118948271632865,Henrik Dahl,Henrik Dahl,25798,77,Liberal Alliance,Politiker,Blå blok,Mand,Side,MF'ere,,
196469133697258,Liberal Alliance - Nordjylland,Liberal Alliance Nordjylland,2542,37,Liberal Alliance,Partiside,Blå blok,Partiside,Side,,,
279900715782033,Steffen Larsen,Larsen Steffen,18618,13,Liberal Alliance,Politiker,Blå blok,Mand,Side,,,FTV kandidat
390155081022954,Liberal Alliance Gladsaxe,Jørgen Juhl,1300,3,Liberal Alliance,Partiside,Blå blok,Partiside,Side,,,
441211119381442,Lene Foged,Foged Lene,800,2,Liberal Alliance,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
546989505689609,Sólbjørg Jakobsen,Liberal Alliance Nordjylland,64729,20,Liberal Alliance,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
635185493257674,Carsten Bach,Riis Carsten Bach,13868,25,Liberal Alliance,Politiker,Blå blok,Mand,Side,,,FTV kandidat
636262127017806,Mikkel Pedersen - Liberal Alliance,Mikkel Nygaard Pedersen,600,2,Liberal Alliance,Politiker,Blå blok,Mand,Side,,,FTV kandidat
671022293105597,Alex Vanopslagh,Alex Vanopslagh,316810,82,Liberal Alliance,Politiker,Blå blok,Mand,Side,MF'ere,Partileder,FTV kandidat
819684188163173,Liberal Alliance Ringkøbing-Skjern,Soren Moller Christensen,246,3,Liberal Alliance,Partiside,Blå blok,Partiside,Side,,,
820070458166704,Nicolai Sandager - Liberal Alliance,Nicolai Sandager,5906,39,Liberal Alliance,Politiker,Blå blok,Mand,Side,,,FTV kandidat
1469658016633937,Danny Malkowski,Danny Stuhr Malkowski,16681,33,Liberal Alliance,Politiker,Blå blok,Mand,Side,,,FTV kandidat
1550318855207094,Jens Meilvang,Meilvang Jens,80119,23,Liberal Alliance,Politiker,Blå blok,Mand,Side,,,FTV kandidat
1638487316462005,Kim Bjoernstrup,Kim Bjoernstrup,16104,32,Liberal Alliance,Politiker,Blå blok,Mand,Side,,,FTV kandidat
100107942828713,Jon Stephensen,Jon Stephensen,10000,14,Moderaterne,Politiker,Blå blok,Mand,Side,,,FTV kandidat
100369706141088,Mike Villa Fonseca,Mike Villa Fonseca,1418,6,Moderaterne,Politiker,Blå blok,Mand,Side,,,FTV kandidat
101070612695482,Lean Milo • Moderaterne,Lean Milo - Moderaterne,73006,19,Moderaterne,Politiker,Blå blok,Mand,Side,,,FTV kandidat
101683329188798,HCWulff.dk,Hans Christian Hidalgo Wulff,24456,29,Moderaterne,Politiker,Blå blok,Mand,Side,,,FTV kandidat
101996362548612,Rasmus Lund-Nielsen - Moderaterne,Rasmus Lund-Nielsen,2239,8,Moderaterne,Politiker,Blå blok,Mand,Side,,,FTV kandidat
102325322514301,Louise Østergaard Davidsen - Folketingskandidat,Louise Davidsen - Folketingskandidat for Moderaterne,1393,3,Moderaterne,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
102744149091447,Johan Kahl,Johan Frederik Kahl Aagaard,3288,28,Moderaterne,Politiker,Blå blok,Mand,Side,,,FTV kandidat
103118921588659,Nikolaj Gam-Pedersen - Moderaterne,Nikolaj Gam-Pedersen,4849,9,Moderaterne,Politiker,Blå blok,Mand,Side,,,FTV kandidat
103493782327951,Tobias Grotkjær Elmstrøm,Tobias Grotkjær Elmstrøm,27269,67,Moderaterne,Politiker,Blå blok,Mand,Side,,,FTV kandidat
106140365096197,Michael Hertz,Michael Hertz,94936,15,Moderaterne,Politiker,Blå blok,Mand,Side,,,FTV kandidat
107369661875730,"Mohammad Rona - Moderaterne, Nordjylland",Mohammadahmad Rona,2021,7,Moderaterne,Politiker,Blå blok,Mand,Side,,,FTV kandidat
108273171366317,Moderaterne,Moderaterne,249904,40,Moderaterne,Partiside,Blå blok,Partiside,Side,Nationalt parti,,
109573191663931,Moderaterne // Fyn,Michael Behrens Slot,1130,4,Moderaterne,Politiker,Blå blok,Partiside,Side,,,FTV kandidat
109840211635817,Moderaterne // Østjylland,Jes Jorn Bach Appel,1500,5,Moderaterne,Politiker,Blå blok,Partiside,Side,,,FTV kandidat
110694135092888,Kenneth Bjerg Andersen - Folketingskandidat,Kenneth Bjerg Andersen,3260,15,Moderaterne,Politiker,Blå blok,Mand,Side,,,FTV kandidat
111051074711032,Monika Rubin,Monika Afzali,34118,35,Moderaterne,Politiker,Blå blok,Kvinde,Side,,,
111197364946280,Kim Rasmussen,Kim Rasmussen,11014,96,Moderaterne,Politiker,Blå blok,Mand,Side,,,FTV kandidat
111197364946280,Kim Rasmussen,These ads ran without a disclaimer,497,1,Moderaterne,Politiker,Blå blok,Mand,Side,,,FTV kandidat
112517681572786,Jan Carlsen Folketingskandidat Moderaterne,Jan Erik Carlsen,1932,5,Moderaterne,Politiker,Blå blok,Mand,Side,,,FTV kandidat
112565907996376,Peter Have,Moderaterne,45000,6,Moderaterne,Politiker,Blå blok,Mand,Side,,,FTV kandidat
367393607185937,Rosa Bechmann Eriksen,Rosa Regitze Bechmann Eriksen,1467,5,Moderaterne,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
426514307462715,Benjamin Lindberg,Benjamin Henning Lindberg,5035,7,Moderaterne,Politiker,Blå blok,Mand,Side,,,FTV kandidat
609268912419577,Jeppe Søe,Søe Jeppe,19014,13,Moderaterne,Politiker,Blå blok,Mand,Side,,,FTV kandidat
1070819859727581,Erick Thürmer,Erick Thürmer,57949,56,Moderaterne,Politiker,Blå blok,Mand,Side,,,
100343001690599,"Niels Peder Ravn, Nye Borgerlige København",Nye Borgerlige,22958,72,Nye Borgerlige,Politiker,Blå blok,Mand,Side,,,FTV kandidat
100343001690599,"Niels Peder Ravn, Nye Borgerlige København",Niels Peder Ravn,6688,13,Nye Borgerlige,Politiker,Blå blok,Mand,Side,,,FTV kandidat
100352341813145,"Mogens Aaby - Folketingskandidat, Nye Borgerlige, Midt- og Vestjylland",Nye Borgerlige,16231,80,Nye Borgerlige,Politiker,Blå blok,Mand,Side,,,
100449688437243,Mormor Uden Filter,Karina Charlotta Hagger Kirk,9198,27,Nye Borgerlige,Politiker,Blå blok,Kvinde,Side,,,
100588538904188,Kim Andkjær Doberck Nye Borgerlige,Kim Doberck,6951,8,Nye Borgerlige,Politiker,Blå blok,Mand,Side,,,FTV kandidat
100773945785466,Jan Tambo politik,Jan Tambo,400,1,Nye Borgerlige,Politiker,Blå blok,Mand,Side,,,
101467111987376,"Githa Nelander, Nye Borgerlige",Githa Lone Nelander,1676,7,Nye Borgerlige,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
102000534960190,Knud Nielsen Nye Borgerlige,Thomas Kristensen,1000,1,Nye Borgerlige,Politiker,Blå blok,Mand,Side,,,
102502398586277,"Jens K. Lundager - Politiker, Nye Borgerlige",Jens Lundager,8927,11,Nye Borgerlige,Politiker,Blå blok,Mand,Side,,,
103024345378846,Henriette Ergemann Nye Borgerlige,Jesper Høgedal,11374,12,Nye Borgerlige,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
105371988483245,Allan Orland,Allan Orland,218,2,Nye Borgerlige,Politiker,Blå blok,Mand,Side,,,
105847858597466,Malte Jäger,Malte Brovall Jäger,3282,14,Nye Borgerlige,Politiker,Blå blok,Mand,Side,,,FTV kandidat
106068555605916,Søren Regenberg,Søren Regenberg,2262,26,Nye Borgerlige,Politiker,Blå blok,Mand,Side,,,FTV kandidat
106504354911259,Jonas René Jensen,Jonas Rene Jensen,639,4,Nye Borgerlige,Politiker,Blå blok,Mand,Side,,,FTV kandidat
107307551223854,Thorsten Larsen-Seul - Nye Borgerlige Holbæk,Thorsten Larsen-Seul,532,2,Nye Borgerlige,Partiside,Blå blok,Partiside,Side,,,
