Page ID,Page name,Disclaimer,Parti,Amount spent (DKK),Number of ads in Library,Politiker eller Partiside,Køn,Profil eller side,Kategori,Partileder,FTV kandidat,Day,Blok
546989505689609,Sólbjørg Jakobsen,Liberal Alliance Nordjylland,Liberal Alliance,1785,8,Politiker,Kvinde,Side,,,FTV kandidat,20221014,Blå blok
635185493257674,Carsten Bach,Riis Carsten Bach,Liberal Alliance,271,4,Politiker,Mand,Side,,,FTV kandidat,20221014,Blå blok
671022293105597,Alex Vanopslagh,Alex Vanopslagh,Liberal Alliance,9742,7,Politiker,Mand,Side,MF'ere,Partileder,FTV kandidat,20221014,Blå blok
1469658016633937,Danny Malkowski,Danny Stuhr Malkowski,Liberal Alliance,335,4,Politiker,Mand,Side,,,FTV kandidat,20221014,Blå blok
1550318855207094,Jens Meilvang,Meilvang Jens,Liberal Alliance,3045,12,Politiker,Mand,Side,,,FTV kandidat,20221014,Blå blok
1638487316462005,Kim Bjoernstrup,Kim Bjoernstrup,Liberal Alliance,762,13,Politiker,Mand,Side,,,FTV kandidat,20221014,Blå blok
101070612695482,Lean Milo • Moderaterne,Lean Milo - Moderaterne,Moderaterne,1346,17,Politiker,Mand,Side,,,FTV kandidat,20221014,Blå blok
102744149091447,Johan Kahl,Johan Frederik Kahl Aagaard,Moderaterne,112,3,Politiker,Mand,Side,,,FTV kandidat,20221014,Blå blok
106140365096197,Michael Hertz,Michael Hertz,Moderaterne,2227,3,Politiker,Mand,Side,,,FTV kandidat,20221014,Blå blok
108273171366317,Moderaterne,Moderaterne,Moderaterne,5049,16,Partiside,Partiside,Side,Nationalt parti,,,20221014,Blå blok
110694135092888,Kenneth Bjerg Andersen - Folketingskandidat,Kenneth Bjerg Andersen,Moderaterne,131,2,Politiker,Mand,Side,,,FTV kandidat,20221014,Blå blok
111051074711032,Monika Rubin,Monika Afzali,Moderaterne,475,2,Politiker,Kvinde,Side,,,,20221014,Blå blok
111197364946280,Kim Rasmussen,Kim Rasmussen,Moderaterne,385,7,Politiker,Mand,Side,,,FTV kandidat,20221014,Blå blok
426514307462715,Benjamin Lindberg,Benjamin Henning Lindberg,Moderaterne,148,1,Politiker,Mand,Side,,,FTV kandidat,20221014,Blå blok
1070819859727581,Erick Thürmer,Erick Thürmer,Moderaterne,481,3,Politiker,Mand,Side,,,,20221014,Blå blok
100343001690599,"Niels Peder Ravn, Nye Borgerlige København",Niels Peder Ravn,Nye Borgerlige,410,3,Politiker,Mand,Side,,,FTV kandidat,20221014,Blå blok
100352341813145,"Mogens Aaby - Folketingskandidat, Nye Borgerlige, Midt- og Vestjylland",Nye Borgerlige,Nye Borgerlige,166,28,Politiker,Mand,Side,,,,20221014,Blå blok
100588538904188,Kim Andkjær Doberck Nye Borgerlige,Kim Doberck,Nye Borgerlige,179,3,Politiker,Mand,Side,,,FTV kandidat,20221014,Blå blok
109065231390109,Jan Køpke Christensen Nye Borgerlige,Jan Kopke Christensen,Nye Borgerlige,109,3,Politiker,Mand,Side,,,FTV kandidat,20221014,Blå blok
113158773469624,Pernille Vermund,Nye Borgerlige,Nye Borgerlige,3226,44,Politiker,Kvinde,Side,MF'ere,Partileder,FTV kandidat,20221014,Blå blok
348747229200158,Mikkel Bjørn,Sorensen Mikkel Bjorn Roland,Nye Borgerlige,180,5,Politiker,Mand,Side,,,,20221014,Blå blok
348747229200158,Mikkel Bjørn,Nye Borgerlige,Nye Borgerlige,172,34,Politiker,Mand,Side,,,,20221014,Blå blok
398454550257699,Lars Boje Mathiesen,Nye Borgerlige,Nye Borgerlige,4562,43,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Blå blok
533374726861312,Kim Edberg Andersen,Nye Borgerlige,Nye Borgerlige,633,40,Politiker,Mand,Side,,,FTV kandidat,20221014,Blå blok
638113892944657,Jan Bigum Warming,Jan Warming,Nye Borgerlige,1711,18,Politiker,Mand,Side,,,,20221014,Blå blok
646746285466931,Nye Borgerlige,Nye Borgerlige,Nye Borgerlige,792,6,Partiside,Partiside,Side,Nationalt parti,,,20221014,Blå blok
718327901589937,Mette Thiesen,Nye Borgerlige,Nye Borgerlige,1173,35,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221014,Blå blok
1104790642968068,Peter Seier Christensen,Nye Borgerlige,Nye Borgerlige,663,34,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Blå blok
12458150929,Radikale Venstre,Radikale Venstre,Radikale Venstre,739,4,Partiside,Partiside,Side,Nationalt parti,,,20221014,Rød blok
110201045154,Hovedstadens Radikale Venstre,Hovedstadens Radikale Venstre,Radikale Venstre,348,14,Partiside,Partiside,Side,,,,20221014,Rød blok
100297329347407,Peter Zinckernagel,Peter Zinckernagel,Radikale Venstre,336,3,Politiker,Mand,Side,,,FTV kandidat,20221014,Rød blok
101564562484880,Steffen Helledie,Steffen Holme Helledie,Radikale Venstre,300,7,Politiker,Mand,Side,,,FTV kandidat,20221014,Rød blok
104015216329806,Christian Holm Donatzky - Radikale Venstre,Christian Holm Donatzky,Radikale Venstre,290,7,Politiker,Mand,Side,,,FTV kandidat,20221014,Rød blok
107066291627436,Thomas Rohden,Thomas Rohden,Radikale Venstre,185,6,Politiker,Mand,Side,,,FTV kandidat,20221014,Rød blok
107339525042468,Hikmet Altun Radikale Venstre,Hikmet Altun,Radikale Venstre,246,4,Politiker,Kvinde,Side,,,,20221014,Rød blok
113588132144811,Ruben Kidde,Ruben Kidde,Radikale Venstre,1541,8,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Rød blok
116643481027130,Brian Køster - Radikale Venstre,Brian Køster,Radikale Venstre,106,8,Politiker,Mand,Side,,,FTV kandidat,20221014,Rød blok
127344360615074,Zenia Stampe,Zenia Stampe,Radikale Venstre,2587,7,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221014,Rød blok
132364993978468,Andreas Steenberg,Andreas Steenberg,Radikale Venstre,2197,55,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Rød blok
144514992317873,Christian Friis Bach,Johannes Vestergaard,Radikale Venstre,758,10,Politiker,Mand,Side,,,FTV kandidat,20221014,Rød blok
171415843027399,Christina Thorholm,Christina Thorholm,Radikale Venstre,298,4,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221014,Rød blok
223922604347828,Radikale Venstre - Horsens,Radikale Venstre Horsens,Radikale Venstre,282,5,Partiside,Partiside,Side,,,,20221014,Rød blok
276817062372351,Lotte Rod,Lotte Rod,Radikale Venstre,116,2,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221014,Rød blok
293266234170207,Line Krogh Lay,Lay Line Krogh,Radikale Venstre,399,1,Politiker,Kvinde,Side,,,FTV kandidat,20221014,Rød blok
442403485851495,Morten Helveg Petersen,Morten Helveg Petersen,Radikale Venstre,255,1,Politiker,Mand,Side,MEP'ere,,,20221014,Rød blok
447217575331947,Martin Lidegaard,Martin Lidegaard,Radikale Venstre,1855,16,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Rød blok
1377441749244487,Rasmus Helveg Petersen,Rasmus Helveg Petersen,Radikale Venstre,167,3,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Rød blok
1672424246120349,Esat Sentürk,Esat Senturk,Radikale Venstre,234,10,Politiker,Mand,Side,,,FTV kandidat,20221014,Rød blok
1791759817712146,Katrine Robsøe,Robsøe Katrine Kjaer,Radikale Venstre,279,4,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221014,Rød blok
41459763029,Socialdemokratiet,Socialdemokratiet,Socialdemokratiet,31205,50,Partiside,Partiside,Side,Nationalt parti,,,20221014,Rød blok
57497067718,Mette Frederiksen,Socialdemokratiet,Socialdemokratiet,10042,8,Politiker,Kvinde,Side,MF'ere,Partileder,FTV kandidat,20221014,Rød blok
88419746037,Pernille Rosenkrantz-Theil,ROSENKRANTZ-THEIL PERNILLE,Socialdemokratiet,387,1,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221014,Rød blok
126084211821,Danmarks Socialdemokratiske Ungdom (DSU),Danmarks Socialdemokratiske Ungdom,Socialdemokratiet,1349,3,Partiside,Partiside,Side,,,,20221014,Rød blok
133121536016,Kim Eskesen,Kim Eskesen,Socialdemokratiet,188,9,Politiker,Mand,Side,,,FTV kandidat,20221014,Rød blok
100282381897734,Frederik Enevoldsen i Folketinget,Frederik Valdemar Brondahl Enevoldsen,Socialdemokratiet,142,3,Politiker,Mand,Side,,,FTV kandidat,20221014,Rød blok
102514162425194,Frederik Vad,Nielsen Frederik Vad,Socialdemokratiet,602,4,Politiker,Mand,Side,,,FTV kandidat,20221014,Rød blok
104051241982782,Fie Hækkerup,Fie Thorsted Hækkerup,Socialdemokratiet,806,10,Politiker,Kvinde,Side,,,,20221014,Rød blok
107577065102777,Anna Thusgård,Anna Thusgård Rørstrøm,Socialdemokratiet,391,14,Politiker,Mand,Side,,,FTV kandidat,20221014,Rød blok
108711254383534,Mads Madsen Henriksen,Mads Madsen Henriksen,Socialdemokratiet,386,5,Politiker,Mand,Side,,,FTV kandidat,20221014,Rød blok
109899075117401,"Thorkild Holmboe-Hay, Folketingskandidat Lolland-Falster",Thorkild Holmboe-Hay,Socialdemokratiet,1675,3,Politiker,Mand,Side,,,FTV kandidat,20221014,Rød blok
131559313586863,Morten Bødskov,Socialdemokratiet,Socialdemokratiet,864,9,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Rød blok
167902276696852,Thomas Monberg,Thomas Monberg Andersen,Socialdemokratiet,347,5,Politiker,Mand,Side,,,FTV kandidat,20221014,Rød blok
171470109686552,Socialdemokratiet på Bornholm,Mikkel Holm Tved,Socialdemokratiet,119,1,Partiside,Partiside,Side,,,,20221014,Rød blok
190264547756813,Thomas Jensen,Thomas Jensen,Socialdemokratiet,244,4,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Rød blok
221303431294407,Socialdemokratiet i Hvidovre - stem personligt på Maria Durhuus,Mathilde Holmen,Socialdemokratiet,340,4,Partiside,Partiside,Side,,,,20221014,Rød blok
223099558291164,Kasper Sand Kjær,Socialdemokratiet Ballerup,Socialdemokratiet,689,6,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Rød blok
229737453706271,Mogens Jensen,Socialdemokratiet,Socialdemokratiet,438,5,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Rød blok
252347094954938,Morten Ryom,Morten Ryom,Socialdemokratiet,173,12,Politiker,Mand,Side,,,FTV kandidat,20221014,Rød blok
253692938327792,Bjørn Brandenborg,Søren Mortensen,Socialdemokratiet,385,4,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Rød blok
270431402967189,Benny Engelbrecht,Engelbrecht Benny,Socialdemokratiet,1340,25,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Rød blok
287814831337164,Jesper Petersen,Jesper Petersen,Socialdemokratiet,220,3,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Rød blok
315126268991751,Camilla Fabricius,Camilla Fabricius,Socialdemokratiet,344,12,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221014,Rød blok
526620377500921,Peter Hummelgaard,Peter Hummelgaard,Socialdemokratiet,118,2,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Rød blok
737317713017734,Malte Larsen,Malte Larsen,Socialdemokratiet,179,9,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Rød blok
1396459723941912,Christian Rabjerg Madsen,Madsen Christian Rabjerg,Socialdemokratiet,990,21,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Rød blok
1396986243876509,Anders Kronborg,Anders Kronborg,Socialdemokratiet,292,2,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Rød blok
1423571757858534,Miki Dam Larsen,Miki Dam Larsen,Socialdemokratiet,105,1,Politiker,Mand,Side,,,FTV kandidat,20221014,Rød blok
1458354184437993,Nicolai Wammen,Socialdemokratiet,Socialdemokratiet,630,6,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Rød blok
1461584187395053,Kasper Roug,Kasper Roug,Socialdemokratiet,348,4,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Rød blok
26531882197,Peter Westermann,Westermann Peter,Socialistisk Folkeparti,133,12,Politiker,Mand,Side,,,FTV kandidat,20221014,Rød blok
30196574028,Serdal Benli,Serdal Benli,Socialistisk Folkeparti,807,10,Politiker,Mand,Side,,,FTV kandidat,20221014,Rød blok
49348971479,Pia Olsen Dyhr,SF,Socialistisk Folkeparti,8597,63,Politiker,Kvinde,Side,MF'ere,Partileder,FTV kandidat,20221014,Rød blok
69985338410,Jacob Mark,SF,Socialistisk Folkeparti,1801,9,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Rød blok
74796954245,SF,SF,Socialistisk Folkeparti,1592,30,Partiside,Partiside,Side,Nationalt parti,,,20221014,Rød blok
113555862534,SF Ungdom,SF Ungdom,Socialistisk Folkeparti,298,12,Partiside,Partiside,Side,,,,20221014,Rød blok
145989963343,Lise Müller,SF,Socialistisk Folkeparti,684,5,Politiker,Kvinde,Side,,,FTV kandidat,20221014,Rød blok
100339911865166,Niels Haxthausen,Haxthausen Niels Ulrik,Socialistisk Folkeparti,153,2,Politiker,Mand,Side,,,,20221014,Rød blok
100412015485591,Melina Andersen - SF,Melina Kathrine Andersen,Socialistisk Folkeparti,390,5,Politiker,Kvinde,Side,,,,20221014,Rød blok
100553324882964,Theresa Berg Andersen,SF,Socialistisk Folkeparti,226,2,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221014,Rød blok
101254688998213,Niels Kristian Larsen - Folketingskandidat,Niels Kristian L Rahbek Larsen,Socialistisk Folkeparti,122,1,Politiker,Mand,Side,,,FTV kandidat,20221014,Rød blok
103099158578248,Jeanne Bergmansen // SF Roskilde,Socialistisk Folkeparti,Socialistisk Folkeparti,458,4,Politiker,Kvinde,Side,,,FTV kandidat,20221014,Rød blok
106156028731225,Mads Olsen,Mads Bruun Buch Olsen,Socialistisk Folkeparti,1149,5,Politiker,Mand,Side,,,,20221014,Rød blok
107242814523761,Meritta Bjerregaard - folketingskandidat,Meritta Bjerregaard,Socialistisk Folkeparti,151,1,Politiker,Kvinde,Side,,,,20221014,Rød blok
108458340866774,David Dam Jensen,SF Esbjerg,Socialistisk Folkeparti,353,9,Politiker,Mand,Side,,,,20221014,Rød blok
109221014326736,Susanne Stenstrop Thorsen SF,Susanne Thorsen,Socialistisk Folkeparti,111,3,Politiker,Kvinde,Side,,,,20221014,Rød blok
110272581108922,"Søren Lahn Sloth, SF",SF Favrskov,Socialistisk Folkeparti,728,8,Politiker,Mand,Side,,,,20221014,Rød blok
116061635098137,Karina Lorentzen Dehnhardt,SF,Socialistisk Folkeparti,2806,14,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221014,Rød blok
213461659232038,Marianne Bigum,SF,Socialistisk Folkeparti,379,6,Politiker,Kvinde,Side,,,FTV kandidat,20221014,Rød blok
215204092326768,Charlotte Vindeløv,Vindeløv Charlotte,Socialistisk Folkeparti,596,3,Politiker,Kvinde,Side,,,FTV kandidat,20221014,Rød blok
323452711195305,Rasmus Nordqvist,SF,Socialistisk Folkeparti,140,1,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Rød blok
323782467803321,Carl Valentin,SF,Socialistisk Folkeparti,231,6,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Rød blok
350242375125258,Signe Munk,SF,Socialistisk Folkeparti,971,5,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221014,Rød blok
470433920022890,Nanna Bonde,Ottosen Nanna Bonde,Socialistisk Folkeparti,647,16,Politiker,Kvinde,Side,,,FTV kandidat,20221014,Rød blok
516525765382591,Claus Jørgensen,Jørgensen Claus,Socialistisk Folkeparti,413,5,Politiker,Mand,Side,,,FTV kandidat,20221014,Rød blok
1246666085407861,Karsten Hønge,SF,Socialistisk Folkeparti,1652,15,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Rød blok
1282577791766364,Kirsten Normann Andersen,SF,Socialistisk Folkeparti,561,6,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221014,Rød blok
1481743381888589,Jens Skov SF Egedal,Jens Skov,Socialistisk Folkeparti,476,2,Politiker,Mand,Side,,,FTV kandidat,20221014,Rød blok
1492301517467484,Vivi Nør Jacobsen,SF Albertslund,Socialistisk Folkeparti,153,1,Politiker,Kvinde,Side,,,FTV kandidat,20221014,Rød blok
1522101171358705,Rasmus Henriksen,Henriksen Rasmus Peter,Socialistisk Folkeparti,243,5,Politiker,Mand,Side,,,FTV kandidat,20221014,Rød blok
1.55906E+15,Lisbeth Bech-Nielsen,SF,Socialistisk Folkeparti,427,6,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221014,Rød blok
1701135240186838,Anne Valentina Berthelsen,Berthelsen Anne,Socialistisk Folkeparti,175,2,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221014,Rød blok
1870254929858136,Sigurd Agersnap,Sigurd Agersnap,Socialistisk Folkeparti,513,1,Politiker,Mand,Side,,,FTV kandidat,20221014,Rød blok
1871802986266834,Halime Oguz,SF,Socialistisk Folkeparti,182,5,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221014,Rød blok
1876896252587282,Aleksander Myrhøj - SF,Myrhøj Aleksander,Socialistisk Folkeparti,196,2,Politiker,Mand,Side,,,,20221014,Rød blok
2.0795E+15,Charlotte Broman Mølbæk,SF,Socialistisk Folkeparti,208,3,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221014,Rød blok
21465928829,"Venstre, Danmarks Liberale Parti","Venstre, Danmarks Liberale Parti",Venstre,51103,86,Partiside,Partiside,Side,Nationalt parti,,,20221014,Blå blok
167412043730,Venstres Ungdom - VU,Venstres Ungdom,Venstre,2602,29,Partiside,Partiside,Side,,,,20221014,Blå blok
100393555124991,Stephan Arnold -  Folketingskandidat for Venstre,Martha Linnéa Nordin Kjærgaard,Venstre,869,14,Politiker,Mand,Side,,,FTV kandidat,20221014,Blå blok
101491259185540,Marianne Lynghøj,Marianne Lynghoj Pedersen,Venstre,230,2,Politiker,Kvinde,Side,,,,20221014,Blå blok
102900672020662,Iben Krog,Iben Krog,Venstre,1379,11,Politiker,Kvinde,Side,,,,20221014,Blå blok
104604591516267,Ditte Rust,Ditte Wiesener Rust,Venstre,350,7,Politiker,Kvinde,Side,,,,20221014,Blå blok
104705468616273,Rasmus Hylleberg,Rasmus Hylleberg,Venstre,190,10,Politiker,Mand,Side,,,FTV kandidat,20221014,Blå blok
104983225155102,Phillip Sperling,Phillip Sperling,Venstre,523,2,Politiker,Mand,Side,,,,20221014,Blå blok
105849941843652,Alexandra Sasha,Alexandra Bessmertnaia,Venstre,347,2,Politiker,Kvinde,Side,,,,20221014,Blå blok
106262031788897,Anne Rasmussen,Anne Rasmussen,Venstre,128,3,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221014,Blå blok
106355174776321,Christian Budde,Christian Opstrup-Privat,Venstre,300,3,Politiker,Mand,Side,,,,20221014,Blå blok
106363025535965,Jacob Chr. Nielsen i folketinget,Jacob Chr. Nielsen,Venstre,387,9,Politiker,Mand,Side,,,FTV kandidat,20221014,Blå blok
110269115021246,Chris Preuss,Chris Holst Preuss,Venstre,1187,7,Politiker,Mand,Side,,,FTV kandidat,20221014,Blå blok
110804688367240,Jacob Vestergaard - Venstre,Jacob Houkjaer Vestergaard,Venstre,887,1,Politiker,Mand,Side,,,FTV kandidat,20221014,Blå blok
112020258283732,Pia Offer Madsen,Venstre Assens kredsen,Venstre,1252,18,Politiker,Kvinde,Side,,,FTV kandidat,20221014,Blå blok
112980887718607,Jens Kloppenborg,Jens Kloppenborg-Skrumsager,Venstre,1489,76,Politiker,Mand,Side,,,,20221014,Blå blok
113682151995658,Venstre i Varde kommune,Venstre i Varde kommune,Venstre,167,4,Partiside,Partiside,Side,,,,20221014,Blå blok
139443622778678,Troels Lund Poulsen,Poulsen Troels Lund,Venstre,2921,11,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Blå blok
149329171919482,Venstre i Helsingør,Venstre i Helsingør,Venstre,297,3,Partiside,Partiside,Side,,,,20221014,Blå blok
180919889239757,Kenneth Mikkelsen,Venstre,Venstre,1936,32,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Blå blok
256754327854276,Jacob Jensen,Jacob Jensen,Venstre,947,16,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Blå blok
265494777233939,Nikolaj Leed Henriksen,Nikolaj Leed Henriksen,Venstre,1088,15,Politiker,Mand,Side,,,FTV kandidat,20221014,Blå blok
267297590272820,Jakob Ellemann-Jensen,"Venstre, Danmarks Liberale Parti",Venstre,10750,4,Politiker,Mand,Side,MF'ere,Partileder,FTV kandidat,20221014,Blå blok
276323316097998,Anni Matthiesen,Venstre i Vejenkredsen,Venstre,1441,37,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221014,Blå blok
362875644473220,Kim Valentin,Valentin Kim,Venstre,444,7,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Blå blok
368634453338332,Thomas Danielsen,Thomas Danielsen,Venstre,391,7,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Blå blok
389665107805619,Michael Aastrup Jensen,Jensen Michael Aastrup,Venstre,455,7,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Blå blok
390925417751473,Erling Bonnesen,Erling Bonnesen,Venstre,585,7,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Blå blok
539568842764605,Christoffer Aagaard Melson,Melson Christoffer Aagaard,Venstre,463,2,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Blå blok
561507140593570,Hans Andersen,Hans Andersen,Venstre,1507,4,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Blå blok
577345799101307,Morten Dahlin,Morten Dahlin,Venstre,3329,220,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Blå blok
579280942092820,Preben Bang Henriksen,Simonsen Mikael Kristiansen,Venstre,456,4,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Blå blok
622795374413773,Venstre i Favrskov,Venstre i Favrskov Kommune,Venstre,336,3,Partiside,Partiside,Side,,,,20221014,Blå blok
687073988036611,Martin Geertsen,Geertsen Martin Raahauge,Venstre,725,6,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Blå blok
699619700116377,Sophie Løhde,Venstre i Egedalkredsen,Venstre,2152,8,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221014,Blå blok
1002438993113445,Venstre Bornholm,Niklas Munk Stenbye,Venstre,244,1,Partiside,Partiside,Side,,,,20221014,Blå blok
1002755833225691,Linea Søgaard-Lidell,Linea Søgaard-Lidell,Venstre,359,1,Politiker,Kvinde,Side,MEP'ere,,FTV kandidat,20221014,Blå blok
1017666944935541,Venstre Gladsaxe,Venstre Gladsaxe,Venstre,257,5,Partiside,Partiside,Side,,,,20221014,Blå blok
1049258185160006,Maja Torp - Politiker,Torp Maja,Venstre,141,1,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221014,Blå blok
1222321351208863,Klaus Sandfeld,Klaus Jbw Sandfeld,Venstre,174,1,Politiker,Mand,Side,,,FTV kandidat,20221014,Blå blok
1378861979080037,Torsten Schack Pedersen,Houe Film,Venstre,2237,5,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Blå blok
1408142216156387,Lars Chr. Lilleholt,Lars Chr. Lilleholt,Venstre,2792,80,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Blå blok
1434441170209403,Carsten Kissmeyer,Kissmeyer Carsten,Venstre,832,10,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Blå blok
1529050627107134,Anders Bo Larsen,Anders Bo Larsen,Venstre,136,2,Politiker,Mand,Side,,,,20221014,Blå blok
1554525611484429,Mads Fuglede,Mads Fuglede,Venstre,661,6,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Blå blok
1695276023875912,Astrid Søborg,Venstre Gladsaxe,Venstre,164,2,Politiker,Kvinde,Side,,,FTV kandidat,20221014,Blå blok
1719764131664489,Anne Honoré Østergaard,Anne Honoré Østergaard,Venstre,1042,65,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221014,Blå blok
1873627576205263,Araz Khan,Khan Araz Mustafa,Venstre,129,2,Politiker,Mand,Side,,,FTV kandidat,20221014,Blå blok
1956719637909855,Kristian Pihl Lorentzen,Lorentzen Kristian Pihl,Venstre,2393,64,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221014,Blå blok
2252326791657399,Casper Pedersen,Pedersen Casper,Venstre,110,2,Politiker,Mand,Side,,,FTV kandidat,20221014,Blå blok
104794374469979,Simon Nyborg Jensen,Simon Nyborg Jensen,Alternativet,193,2,Politiker,Mand,Side,,,,20221015,Rød blok
111562544999934,Michael Monberg - Alternativet,Alternativet,Alternativet,1700,14,Politiker,Mand,Side,,,FTV kandidat,20221015,Rød blok
676061179094769,Alternativet,Alternativet,Alternativet,6158,13,Partiside,Partiside,Side,Nationalt parti,,,20221015,Rød blok
845591568834321,"Franciska Rosenkilde, Alternativet",Allan Hansen Lindemark,Alternativet,168,2,Politiker,Kvinde,Side,,Partileder,FTV kandidat,20221015,Rød blok
1327955487287048,Allon Hein Sørensen,Sorensen Allon Hein,Alternativet,116,6,Politiker,Mand,Side,,,,20221015,Rød blok
107864524731157,Poul Harald Holm,Poul Harald Pilgaard Holm,Andet,256,4,Politiker,Mand,Side,,,,20221015,Andet
104962982377451,Erik Poulsen - Danmarks Demokraterne,Erik Poulsen,Danmarksdemokraterne,165,2,Politiker,Mand,Side,,,FTV kandidat,20221015,Blå blok
106908955486176,"Ulrik Knudsen - Folketingskandidat Østjylland, Danmarksdemokraterne",Casper Theilgaard,Danmarksdemokraterne,187,1,Politiker,Mand,Side,,,FTV kandidat,20221015,Blå blok
113044112697244,Lone Glarbo - Danmarksdemokraterne - Kandidat til FV 22,Lone Glarbo,Danmarksdemokraterne,149,3,Politiker,Kvinde,Side,,,,20221015,Blå blok
443490725722399,"Lars Ole Skovgaard Larsen, Folketingskandidat for Danmarksdemokraterne",Victor Paarup Jensen,Danmarksdemokraterne,319,26,Politiker,Mand,Side,,,,20221015,Blå blok
33510214383,Pia Kjærsgaard,Dansk Folkeparti,Dansk Folkeparti,3326,12,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221015,Blå blok
106071141422092,Jannie Bøgh -Dansk folkeparti,Dansk Folkeparti,Dansk Folkeparti,261,4,Politiker,Kvinde,Side,,,FTV kandidat,20221015,Blå blok
111394892261429,Morten Messerschmidt,Dansk Folkeparti,Dansk Folkeparti,3360,11,Politiker,Mand,Side,MF'ere,Partileder,FTV kandidat,20221015,Blå blok
183312979158588,René Christensen - Dansk Folkeparti,Dansk Folkeparti,Dansk Folkeparti,1109,4,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221015,Blå blok
331034483992282,Nick Zimmermann - Dansk Folkeparti,Zimmermann Nick,Dansk Folkeparti,575,27,Politiker,Mand,Side,,,FTV kandidat,20221015,Blå blok
358102574347013,Kenneth Kristensen Berth,Dansk Folkeparti,Dansk Folkeparti,733,7,Politiker,Mand,Side,,,FTV kandidat,20221015,Blå blok
520449347983427,Dansk Folkeparti,Dansk Folkeparti,Dansk Folkeparti,12297,36,Partiside,Partiside,Side,Nationalt parti,,,20221015,Blå blok
529222380457868,Simon Hampe - Dansk Folkeparti,Simon Hampe Sørensen,Dansk Folkeparti,173,3,Politiker,Mand,Side,,,FTV kandidat,20221015,Blå blok
